Model,permno,uid,evtdate,date,evttime,ret,abret
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-19,-1,-0.008433026,-0.00797405
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-20,0,0.0045490506,0.0141015508
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-21,1,-0.006103564,-0.013404394
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-22,2,0.0358557845,0.0087916964
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-25,3,-0.009562058,0.0092052129
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-26,4,0.0073373238,-0.012936933
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-27,5,-0.018209699,-0.006596
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-25,-5,-0.002603895,0.0024875324
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-28,-4,-0.006161236,-0.005657689
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-29,-3,-0.014605443,-0.011553073
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-30,-2,0.0030923438,0.0015568329
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-31,-1,-0.023812055,-0.003427692
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-01,0,-0.002831319,0.0001190981
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-04,1,-0.002293328,-0.010149918
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-05,2,-0.001313485,0.0069384826
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-06,3,-0.007452872,-0.007968853
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-07,4,0.0044169611,0.009406436
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-08,5,0.019239226,0.0074064721
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-24,-5,-0.013259786,-0.005894353
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-25,-4,0.0020425715,-0.003545373
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-26,-3,-0.001609269,-0.000565085
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-27,-2,0.0021491511,-0.000537237
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-30,-1,-0.00332404,-0.004145142
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-01,0,0.0176438946,0.0098797826
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-02,1,-0.003277302,-0.003062134
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-03,2,0.0063640221,0.0001543153
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-07,3,-0.005269815,0.0010593481
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-08,4,-0.001801229,0.0066004739
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-09,5,0.0035028129,-0.001359743
Market Model,10253,10253-07MAR2017,2017-03-07,2017-02-28,-5,-0.037037037,-0.043462267
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-01,-4,0.0384615385,0.05296524
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-02,-3,0,-0.009525813
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-03,-2,0,-0.000888476
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-06,-1,-0.059259259,-0.065130814
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-07,0,-0.047244094,-0.052894179
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-08,1,0,-0.003878323
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-09,2,-0.082644628,-0.083865309
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-10,3,0.009009009,0.0109996455
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-13,4,0.0267857143,0.0264509139
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-14,5,-0.060869565,-0.066630385
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-06,-5,-0.003937008,-0.00257599
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-07,-4,0.0031620553,-0.005389518
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-08,-3,0.0149724192,-0.005191046
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-11,-2,-0.019409938,-0.016916052
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-12,-1,0.004354711,0.0050076867
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-13,0,-0.002759164,-0.005929617
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-14,1,0.0387351779,0.0214038812
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-15,2,-0.005327245,-0.009064131
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-18,3,0.0244835501,0.0152239348
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-19,4,0.0201643017,0.0184099339
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-20,5,-0.010980966,-0.013301768
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-19,-5,-0.01092437,-0.014152006
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-20,-4,0.0042480884,0.002357015
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-21,-3,0.0067681895,-0.016889772
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-22,-2,-0.000840336,-0.016478918
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-23,-1,-0.009251472,-0.000068163
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-26,0,-0.008488964,0.0060405975
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-27,1,0.0154109589,0.0009180028
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-28,2,0.0085106383,-0.004454817
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-29,3,0.011814346,0.028253284
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-30,4,0.0141784821,-0.004896977
Market Model,10302,10302-26SEP2016,2016-09-26,2016-10-03,5,-0.013157895,-0.010275528
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-03,-5,0.0105633803,-0.000893379
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-04,-4,0.0023228804,0.0099932025
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-05,-3,0.0301274623,0.0067572634
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-08,-2,0.0067491564,-0.004051817
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-09,-1,-0.03575419,-0.022400392
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-10,0,-0.05967555,-0.049709978
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-11,1,-0.108441158,-0.039892068
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-12,2,-0.018659295,-0.028804483
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-15,3,-0.012676056,-0.020525995
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-16,4,-0.011412268,-0.028006015
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-17,5,-0.015873016,-0.00743761
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-04,-5,0.0418463099,0.0250755044
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-05,-4,0.0021908471,0.0023410178
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-06,-3,0.0034005344,0.0020217012
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-07,-2,0.0031545741,0.002998944
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-10,-1,0.0667634253,0.0679329318
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-11,0,-0.022675737,-0.01610375
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-12,1,0.0160092807,0.0149362483
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-13,2,-0.00867778,0.0039082885
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-14,3,0.0071412117,0.0090242534
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-17,4,-0.003202196,-0.012124115
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-18,5,-0.002524094,-0.010630544
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-07,-5,0.0025833725,0.0051104814
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-08,-4,0.0060904193,-9.4494E-6
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-09,-3,0.0013969732,-0.007055708
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-10,-2,-0.019762846,-0.01527506
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-13,-1,0.0042694497,-0.005228925
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-14,0,0.0106282475,0.0114561033
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-15,1,-0.012152372,-0.014200176
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-16,2,0.0227111427,0.0112520909
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-17,3,-0.0055517,-0.009168045
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-21,4,-0.006047918,-0.001821556
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-22,5,0.0023402762,0.001338167
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-24,-5,0.0135907032,0.0075001551
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-25,-4,-0.019043918,-0.011429237
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-26,-3,0.007725832,0.0014106081
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-29,-2,0.0084529192,0.0081477749
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-30,-1,-0.003898635,-0.003192738
Market Model,10516,10516-01OCT2014,2014-10-01,2014-10-01,0,-0.01369863,-0.007432005
Market Model,10516,10516-01OCT2014,2014-10-01,2014-10-02,1,0.0025793651,0.0001398
Market Model,10516,10516-01OCT2014,2014-10-01,2014-10-03,2,0.0114783297,0.0038150505
Market Model,10516,10516-01OCT2014,2014-10-01,2014-10-06,3,-0.010174134,-0.010254603
Market Model,10516,10516-01OCT2014,2014-10-01,2014-10-07,4,-0.020162087,-0.01294059
Market Model,10516,10516-01OCT2014,2014-10-01,2014-10-08,5,-0.031268913,-0.042358499
Market Model,10516,10516-05AUG2020,2020-08-05,2020-07-29,-5,0.0077482977,-0.003574739
Market Model,10516,10516-05AUG2020,2020-08-05,2020-07-30,-4,0.0102516309,0.0147506118
Market Model,10516,10516-05AUG2020,2020-08-05,2020-07-31,-3,-0.012223247,-0.016450349
Market Model,10516,10516-05AUG2020,2020-08-05,2020-08-03,-2,0.002334812,-0.005248475
Market Model,10516,10516-05AUG2020,2020-08-05,2020-08-04,-1,-0.004891684,-0.00672151
Market Model,10516,10516-05AUG2020,2020-08-05,2020-08-05,0,0.0145131086,0.0087517506
Market Model,10516,10516-05AUG2020,2020-08-05,2020-08-06,1,0.0048454084,0.0014813258
Market Model,10516,10516-05AUG2020,2020-08-05,2020-08-07,2,0.011021814,0.0125481733
Market Model,10516,10516-05AUG2020,2020-08-05,2020-08-10,3,0.0104474222,0.0099600702
Market Model,10516,10516-05AUG2020,2020-08-05,2020-08-11,4,-0.002247696,0.0074293997
Market Model,10516,10516-05AUG2020,2020-08-05,2020-08-12,5,0.0013516558,-0.010354945
Market Model,10516,10516-26AUG2022,2022-08-26,2022-08-19,-5,-0.004451039,-0.001477618
Market Model,10516,10516-26AUG2022,2022-08-26,2022-08-22,-4,-0.007910123,-0.002287197
Market Model,10516,10516-26AUG2022,2022-08-26,2022-08-23,-3,0.0174485787,0.0147090032
Market Model,10516,10516-26AUG2022,2022-08-26,2022-08-24,-2,0.0067007382,0.0018912366
Market Model,10516,10516-26AUG2022,2022-08-26,2022-08-25,-1,0.0256092058,0.0164114608
Market Model,10516,10516-26AUG2022,2022-08-26,2022-08-26,0,-0.014849852,-0.004093509
Market Model,10516,10516-26AUG2022,2022-08-26,2022-08-29,1,0.0133988388,0.0131431746
Market Model,10516,10516-26AUG2022,2022-08-26,2022-08-30,2,-0.035147642,-0.033747365
Market Model,10516,10516-26AUG2022,2022-08-26,2022-08-31,3,0.0036542195,0.0035641494
Market Model,10516,10516-26AUG2022,2022-08-26,2022-09-01,4,-0.003527136,-0.006722095
Market Model,10516,10516-26AUG2022,2022-08-26,2022-09-02,5,0.000342544,0.0012460384
Market Model,10606,10606-14SEP2012,2012-09-14,2012-09-07,-5,0.0036774363,0.0004415784
Market Model,10606,10606-14SEP2012,2012-09-14,2012-09-10,-4,0.0031405391,0.0111276159
Market Model,10606,10606-14SEP2012,2012-09-14,2012-09-11,-3,-0.004435168,-0.005709737
Market Model,10606,10606-14SEP2012,2012-09-14,2012-09-12,-2,-0.002096436,-0.003262044
Market Model,10606,10606-14SEP2012,2012-09-14,2012-09-13,-1,0.0196953782,0.0044738618
Market Model,10606,10606-14SEP2012,2012-09-14,2012-09-14,0,0.0260108164,0.0219032742
Market Model,10606,10606-14SEP2012,2012-09-14,2012-09-17,1,-0.022841365,-0.016488697
Market Model,10606,10606-14SEP2012,2012-09-14,2012-09-18,2,0.0028255844,0.0062363189
Market Model,10606,10606-14SEP2012,2012-09-14,2012-09-19,3,0.0023053279,0.0021203648
Market Model,10606,10606-14SEP2012,2012-09-14,2012-09-20,4,-0.011244569,-0.008051756
Market Model,10606,10606-14SEP2012,2012-09-14,2012-09-21,5,0.001809253,0.0031497375
Market Model,10645,10645-24MAR2023,2023-03-24,2023-03-17,-5,-0.043507818,-0.037432948
Market Model,10645,10645-24MAR2023,2023-03-24,2023-03-20,-4,0.0220326937,0.0187367676
Market Model,10645,10645-24MAR2023,2023-03-24,2023-03-21,-3,-0.009040334,-0.015307488
Market Model,10645,10645-24MAR2023,2023-03-24,2023-03-22,-2,-0.007017544,0.0014800196
Market Model,10645,10645-24MAR2023,2023-03-24,2023-03-23,-1,0.006360424,0.0059443036
Market Model,10645,10645-24MAR2023,2023-03-24,2023-03-24,0,0.0287921348,0.0272332344
Market Model,10645,10645-24MAR2023,2023-03-24,2023-03-27,1,-0.009556314,-0.010292413
Market Model,10645,10645-24MAR2023,2023-03-24,2023-03-28,2,0.0106822881,0.0120031932
Market Model,10645,10645-24MAR2023,2023-03-24,2023-03-29,3,0.0051142175,-0.000695825
Market Model,10645,10645-24MAR2023,2023-03-24,2023-03-30,4,-0.012211669,-0.013999125
Market Model,10645,10645-24MAR2023,2023-03-24,2023-03-31,5,0.0027472527,-0.003702746
Market Model,10890,10890-01JUN2012,2012-06-01,2012-05-24,-5,-0.034523113,-0.035289689
Market Model,10890,10890-01JUN2012,2012-06-01,2012-05-25,-4,-0.005454545,-0.002770148
Market Model,10890,10890-01JUN2012,2012-06-01,2012-05-29,-3,0.0243753809,0.012476631
Market Model,10890,10890-01JUN2012,2012-06-01,2012-05-30,-2,-0.0594884,-0.042109534
Market Model,10890,10890-01JUN2012,2012-06-01,2012-05-31,-1,-0.006325111,-0.00275014
Market Model,10890,10890-01JUN2012,2012-06-01,2012-06-01,0,-0.052832591,-0.022874369
Market Model,10890,10890-01JUN2012,2012-06-01,2012-06-04,1,-0.025537634,-0.023966454
Market Model,10890,10890-01JUN2012,2012-06-01,2012-06-05,2,0.0372413793,0.0306860727
Market Model,10890,10890-01JUN2012,2012-06-01,2012-06-06,3,0.0425531915,0.0177411206
Market Model,10890,10890-01JUN2012,2012-06-01,2012-06-07,4,-0.02869898,-0.026571191
Market Model,10890,10890-01JUN2012,2012-06-01,2012-06-08,5,0.0098489823,0.0014012062
Market Model,10890,10890-14MAY2018,2018-05-14,2018-05-07,-5,0.0084033613,0.0014047966
Market Model,10890,10890-14MAY2018,2018-05-14,2018-05-08,-4,-0.008333333,-0.011503705
Market Model,10890,10890-14MAY2018,2018-05-14,2018-05-09,-3,0.0042016807,-0.008313986
Market Model,10890,10890-14MAY2018,2018-05-14,2018-05-10,-2,0,-0.011952697
Market Model,10890,10890-14MAY2018,2018-05-14,2018-05-11,-1,0.0041841004,-0.000337398
Market Model,10890,10890-14MAY2018,2018-05-14,2018-05-14,0,-0.020833333,-0.023778517
Market Model,10890,10890-14MAY2018,2018-05-14,2018-05-15,1,0.0042553191,0.0080657699
Market Model,10890,10890-14MAY2018,2018-05-14,2018-05-16,2,-0.008474576,-0.016486486
Market Model,10890,10890-14MAY2018,2018-05-14,2018-05-17,3,0.0170940171,0.0145992088
Market Model,10890,10890-14MAY2018,2018-05-14,2018-05-18,4,-0.004201681,-0.003994235
Market Model,10890,10890-14MAY2018,2018-05-14,2018-05-21,5,0.0126582278,0.0021692519
Market Model,10909,10909-01NOV2019,2019-11-01,2019-10-25,-5,-0.015560166,-0.020966407
Market Model,10909,10909-01NOV2019,2019-11-01,2019-10-28,-4,0.0085804606,0.0023687538
Market Model,10909,10909-01NOV2019,2019-11-01,2019-10-29,-3,0.0053731343,0.0041955895
Market Model,10909,10909-01NOV2019,2019-11-01,2019-10-30,-2,0.0109857482,0.0070561948
Market Model,10909,10909-01NOV2019,2019-11-01,2019-10-31,-1,-0.014390602,-0.013890093
Market Model,10909,10909-01NOV2019,2019-11-01,2019-11-01,0,0.0061084625,-0.003123742
Market Model,10909,10909-01NOV2019,2019-11-01,2019-11-04,1,-0.001036576,-0.005704474
Market Model,10909,10909-01NOV2019,2019-11-01,2019-11-05,2,-0.0037059,-0.005554666
Market Model,10909,10909-01NOV2019,2019-11-01,2019-11-06,3,-0.003570897,-0.005285419
Market Model,10909,10909-01NOV2019,2019-11-01,2019-11-07,4,-0.002090488,-0.006691263
Market Model,10909,10909-01NOV2019,2019-11-01,2019-11-08,5,0.0071824031,0.0030514832
Market Model,10909,10909-17SEP2020,2020-09-17,2020-09-10,-5,-0.016627078,-0.005542009
Market Model,10909,10909-17SEP2020,2020-09-17,2020-09-11,-4,0.0080988917,0.0093335276
Market Model,10909,10909-17SEP2020,2020-09-17,2020-09-14,-3,0.0139534884,0.0050898815
Market Model,10909,10909-17SEP2020,2020-09-17,2020-09-15,-2,-0.003336113,-0.005942527
Market Model,10909,10909-17SEP2020,2020-09-17,2020-09-16,-1,0.010041841,0.0134448112
Market Model,10909,10909-17SEP2020,2020-09-17,2020-09-17,0,-0.008837338,-0.002646509
Market Model,10909,10909-17SEP2020,2020-09-17,2020-09-18,1,-0.026887712,-0.020449074
Market Model,10909,10909-17SEP2020,2020-09-17,2020-09-21,2,-0.016463851,-0.00891007
Market Model,10909,10909-17SEP2020,2020-09-17,2020-09-22,3,-0.001018923,-0.006351242
Market Model,10909,10909-17SEP2020,2020-09-17,2020-09-23,4,-0.013113799,0.0031133203
Market Model,10909,10909-17SEP2020,2020-09-17,2020-09-24,5,-0.001033515,-0.001719404
Market Model,10909,10909-23JUN2020,2020-06-23,2020-06-16,-5,0.0228310502,0.0116101815
Market Model,10909,10909-23JUN2020,2020-06-23,2020-06-17,-4,0.0024481567,0.0043102966
Market Model,10909,10909-23JUN2020,2020-06-23,2020-06-18,-3,0.0015802327,0.0000716412
Market Model,10909,10909-23JUN2020,2020-06-23,2020-06-19,-2,0.0496270797,0.0517177439
Market Model,10909,10909-23JUN2020,2020-06-23,2020-06-22,-1,-0.027056573,-0.03159311
Market Model,10909,10909-23JUN2020,2020-06-23,2020-06-23,0,-0.002106742,-0.004929347
Market Model,10909,10909-23JUN2020,2020-06-23,2020-06-24,1,-0.033779029,-0.019290929
Market Model,10909,10909-23JUN2020,2020-06-23,2020-06-25,2,-0.004224326,-0.011160367
Market Model,10909,10909-23JUN2020,2020-06-23,2020-06-26,3,-0.026623757,-0.013221146
Market Model,10909,10909-23JUN2020,2020-06-23,2020-06-29,4,0.021039976,0.0119329558
Market Model,10909,10909-23JUN2020,2020-06-23,2020-06-30,5,0.0089785105,-0.000528427
Market Model,10909,10909-31JUL2019,2019-07-31,2019-07-24,-5,0.0018035516,-0.005179493
Market Model,10909,10909-31JUL2019,2019-07-31,2019-07-25,-4,0.0098324332,0.0140205912
Market Model,10909,10909-31JUL2019,2019-07-31,2019-07-26,-3,0.0026055952,-0.005763025
Market Model,10909,10909-31JUL2019,2019-07-31,2019-07-29,-2,0.0076596909,0.0091632964
Market Model,10909,10909-31JUL2019,2019-07-31,2019-07-30,-1,-0.001085924,-0.000881295
Market Model,10909,10909-31JUL2019,2019-07-31,2019-07-31,0,-0.026362277,-0.018103991
Market Model,10909,10909-31JUL2019,2019-07-31,2019-08-01,1,0.0039078856,0.0116465808
Market Model,10909,10909-31JUL2019,2019-07-31,2019-08-02,2,-0.013346309,-0.007079788
Market Model,10909,10909-31JUL2019,2019-07-31,2019-08-05,3,-0.018317599,0.0070005853
Market Model,10909,10909-31JUL2019,2019-07-31,2019-08-06,4,0.0119133056,-0.000612041
Market Model,10909,10909-31JUL2019,2019-07-31,2019-08-07,5,-0.005815603,-0.007689338
Market Model,10966,10966-01MAR2017,2017-03-01,2017-02-22,-5,-0.009433962,-0.008035217
Market Model,10966,10966-01MAR2017,2017-03-01,2017-02-23,-4,0.0047619048,0.0056075559
Market Model,10966,10966-01MAR2017,2017-03-01,2017-02-24,-3,0.009478673,0.0053464756
Market Model,10966,10966-01MAR2017,2017-03-01,2017-02-27,-2,-0.009389671,-0.014628057
Market Model,10966,10966-01MAR2017,2017-03-01,2017-02-28,-1,-0.009478673,-0.003102079
Market Model,10966,10966-01MAR2017,2017-03-01,2017-03-01,0,0.019138756,-0.00932959
Market Model,10966,10966-01MAR2017,2017-03-01,2017-03-02,1,-0.028169014,-0.016630207
Market Model,10966,10966-01MAR2017,2017-03-01,2017-03-03,2,-0.033816425,-0.036658069
Market Model,10966,10966-01MAR2017,2017-03-01,2017-03-06,3,-0.015,-0.00954523
Market Model,10966,10966-01MAR2017,2017-03-01,2017-03-07,4,-0.015228426,-0.010142386
Market Model,10966,10966-01MAR2017,2017-03-01,2017-03-08,5,0.0309278351,0.0330640395
Market Model,11154,11154-18NOV2015,2015-11-18,2015-11-11,-5,-0.000988142,-0.000809974
Market Model,11154,11154-18NOV2015,2015-11-18,2015-11-12,-4,-0.014836795,-0.012494409
Market Model,11154,11154-18NOV2015,2015-11-18,2015-11-13,-3,0.0020080321,0.0035229233
Market Model,11154,11154-18NOV2015,2015-11-18,2015-11-16,-2,0.0100200401,0.0063365655
Market Model,11154,11154-18NOV2015,2015-11-18,2015-11-17,-1,-0.010912698,-0.0114135
Market Model,11154,11154-18NOV2015,2015-11-18,2015-11-18,0,0.0260782347,0.0219279681
Market Model,11154,11154-18NOV2015,2015-11-18,2015-11-19,1,0.0332355816,0.0327772156
Market Model,11154,11154-18NOV2015,2015-11-18,2015-11-20,2,0.004730369,0.0032323298
Market Model,11154,11154-18NOV2015,2015-11-18,2015-11-23,3,-0.006120527,-0.006833507
Market Model,11154,11154-18NOV2015,2015-11-18,2015-11-24,4,-0.013737565,-0.014917337
Market Model,11154,11154-18NOV2015,2015-11-18,2015-11-25,5,0.0144092219,0.0135264995
Market Model,11379,11379-23MAR2020,2020-03-23,2020-03-16,-5,-0.211538462,-0.105944648
Market Model,11379,11379-23MAR2020,2020-03-23,2020-03-17,-4,-0.292439024,-0.340014106
