Model,permno,uid,evtdate,date,evttime,ret,abret
Market Model,10026,10026-29MAY2020,2020-05-29,2020-05-28,-1,-0.057076465,-0.054756214
Market Model,10026,10026-29MAY2020,2020-05-29,2020-05-29,0,-0.009395456,-0.009010512
Market Model,10026,10026-29MAY2020,2020-05-29,2020-06-01,1,0.0192801057,0.0198375035
Market Model,10026,10026-29MAY2020,2020-05-29,2020-06-02,2,-0.018076424,-0.01809387
Market Model,10026,10026-29MAY2020,2020-05-29,2020-06-03,3,0.0208948268,0.019727694
Market Model,10026,10026-29MAY2020,2020-05-29,2020-06-04,4,0.0125542114,0.0147403324
Market Model,10026,10026-29MAY2020,2020-05-29,2020-06-05,5,0.049293658,0.046037927
Market Model,10026,10026-29MAY2020,2020-05-29,2020-06-08,6,0.0249928387,0.0239406746
Market Model,10026,10026-29MAY2020,2020-05-29,2020-06-09,7,-0.04401593,-0.040833413
Market Model,10026,10026-29MAY2020,2020-05-29,2020-06-10,8,-0.016078345,-0.013489834
Market Model,10026,10026-29MAY2020,2020-05-29,2020-06-11,9,-0.077991532,-0.065132483
Market Model,10026,10026-29MAY2020,2020-05-29,2020-06-12,10,0.0259002659,0.0249630704
Market Model,10104,10104-02FEB2024,2024-02-02,2024-01-19,-10,0.0089236431,-0.006406057
Market Model,10104,10104-02FEB2024,2024-02-02,2024-01-22,-9,0.0039208535,-0.000837434
Market Model,10104,10104-02FEB2024,2024-02-02,2024-01-23,-8,0.0157129882,0.0130428815
Market Model,10104,10104-02FEB2024,2024-02-02,2024-01-24,-7,0.0221765179,0.0225081704
Market Model,10104,10104-02FEB2024,2024-02-02,2024-01-25,-6,0.0060362173,0.0002338402
Market Model,10104,10104-02FEB2024,2024-02-02,2024-01-26,-5,-0.003130435,-0.002668271
Market Model,10104,10104-02FEB2024,2024-02-02,2024-01-29,-4,-0.007763433,-0.01865575
Market Model,10104,10104-02FEB2024,2024-02-02,2024-01-30,-3,0.0036043956,0.0055021833
Market Model,10104,10104-02FEB2024,2024-02-02,2024-01-31,-2,-0.021548704,0.0013613982
Market Model,10104,10104-02FEB2024,2024-02-02,2024-02-01,-1,0.0342882722,0.0184365274
Market Model,10104,10104-02FEB2024,2024-02-02,2024-02-02,0,0.0022504977,-0.010468977
Market Model,10104,10104-02FEB2024,2024-02-02,2024-02-05,1,0.0051817946,0.0108644091
Market Model,10104,10104-02FEB2024,2024-02-02,2024-02-06,2,-0.009365066,-0.012687729
Market Model,10104,10104-02FEB2024,2024-02-02,2024-02-07,3,0.017085863,0.0072376365
Market Model,10104,10104-02FEB2024,2024-02-02,2024-02-08,4,-0.005031125,-0.00757072
Market Model,10104,10104-02FEB2024,2024-02-02,2024-02-09,5,-0.000342818,-0.008624909
Market Model,10104,10104-02FEB2024,2024-02-02,2024-02-12,6,-0.006858711,-0.007179614
Market Model,10104,10104-02FEB2024,2024-02-02,2024-02-13,7,-0.018646409,0.0024365352
Market Model,10104,10104-02FEB2024,2024-02-02,2024-02-14,8,0.0051020408,-0.009575103
Market Model,10104,10104-02FEB2024,2024-02-02,2024-02-15,9,-0.012952914,-0.021496028
Market Model,10104,10104-02FEB2024,2024-02-02,2024-02-16,10,-0.013034226,-0.005915988
Market Model,10107,10107-10AUG2023,2023-08-10,2023-07-27,-10,-0.020872191,-0.014306997
Market Model,10107,10107-10AUG2023,2023-08-10,2023-07-28,-9,0.0231313498,0.0083783162
Market Model,10107,10107-10AUG2023,2023-08-10,2023-07-31,-8,-0.007240595,-0.011961521
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-01,-7,0.0012502977,0.0032554429
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-02,-6,-0.026282928,-0.011167643
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-03,-5,-0.002564885,-0.002269758
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-04,-4,0.0034286414,0.0070298037
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-07,-3,0.0071084264,-0.003654565
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-08,-2,-0.012298931,-0.00881177
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-09,-1,-0.011715994,-0.004694796
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-10,0,0.0021723614,0.000187464
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-11,1,-0.005945561,-0.006562444
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-14,2,0.0094389583,0.0017540001
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-15,3,-0.006727564,0.0048536829
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-16,4,-0.002423414,0.0049397885
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-17,5,-0.010986267,-0.002939057
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-18,6,-0.001262307,-0.003589208
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-21,7,0.0170626896,0.0078957156
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-22,8,0.0018019138,0.0035790566
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-23,9,0.0140792656,-0.000103762
Market Model,10107,10107-10AUG2023,2023-08-10,2023-08-24,10,-0.021498471,-0.007181194
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-05,-10,0.0045620438,0.0024068154
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-06,-9,-0.018165304,-0.003205774
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-07,-8,-0.034782609,-0.007218289
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-08,-7,0.0030668967,0.015251061
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-11,-6,-0.000573285,-0.000531348
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-12,-5,0.0091778203,0.0001998163
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-13,-4,-0.021599091,0.0085093146
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-14,-3,0.0284663052,0.0087337566
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-15,-2,-0.039917153,-0.015937682
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-19,-1,-0.008433026,-0.006887766
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-20,0,0.0045490506,0.0147673304
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-21,1,-0.006103564,-0.011959281
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-22,2,0.0358557845,0.0111507046
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-25,3,-0.009562058,0.0094448821
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-26,4,0.0073373238,-0.010891901
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-27,5,-0.018209699,-0.006025535
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-28,6,0.0163022257,0.0099839478
Market Model,10107,10107-20JAN2016,2016-01-20,2016-01-29,7,0.0583037172,0.0279322644
Market Model,10107,10107-20JAN2016,2016-01-20,2016-02-01,8,-0.006897804,-0.007087148
Market Model,10107,10107-20JAN2016,2016-01-20,2016-02-02,9,-0.031255712,-0.008779564
Market Model,10107,10107-20JAN2016,2016-01-20,2016-02-03,10,-0.015849057,-0.021820414
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-18,-10,0.0173373962,0.0057794236
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-21,-9,0.0053707912,0.007799166
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-22,-8,-0.00154099,-0.007075645
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-23,-7,-0.006070583,-0.008134174
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-24,-6,-0.00610766,-0.006741989
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-25,-5,-0.002603895,0.002683003
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-28,-4,-0.006161236,-0.005468394
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-29,-3,-0.014605443,-0.011360347
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-30,-2,0.0030923438,0.0017433839
Market Model,10145,10145-01AUG2014,2014-08-01,2014-07-31,-1,-0.023812055,-0.003211637
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-01,0,-0.002831319,0.000311687
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-04,1,-0.002293328,-0.009971875
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-05,2,-0.001313485,0.0071382073
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-06,3,-0.007452872,-0.00778093
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-07,4,0.0044169611,0.0096017694
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-08,5,0.019239226,0.0075791633
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-11,6,0.0048538453,0.0006463619
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-12,7,-0.002683555,-0.000459361
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-13,8,0.0146378215,0.0073676343
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-14,9,0.0012729394,-0.003342905
Market Model,10145,10145-01AUG2014,2014-08-01,2014-08-15,10,-0.001695095,-0.001818973
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-17,-10,0.0053304904,0.0015026549
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-18,-9,-0.00116649,-0.009371195
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-19,-8,0.0026542096,0.0012336522
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-20,-7,0.0040237188,0.001946631
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-23,-6,-0.005800464,-0.005689117
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-24,-5,-0.013259786,-0.005488918
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-25,-4,0.0020425715,-0.003864277
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-26,-3,-0.001609269,-0.000513127
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-27,-2,0.0021491511,-0.000693889
Market Model,10145,10145-01JUL2014,2014-07-01,2014-06-30,-1,-0.00332404,-0.004197489
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-01,0,0.0176438946,0.0094391897
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-02,1,-0.003277302,-0.003056533
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-03,2,0.0063640221,-0.000199357
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-07,3,-0.005269815,0.0014068363
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-08,4,-0.001801229,0.0070638564
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-09,5,0.0035028129,-0.001638083
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-10,6,-0.002750159,0.0025040096
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-11,7,0.0065761561,0.0051555987
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-14,8,0.0088514226,0.0037105262
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-15,9,0.0022978901,0.0056918889
Market Model,10145,10145-01JUL2014,2014-07-01,2014-07-16,10,0.0044810338,0.00076262
Market Model,10253,10253-07MAR2017,2017-03-07,2017-02-21,-10,-0.02,-0.018289912
Market Model,10253,10253-07MAR2017,2017-03-07,2017-02-22,-9,-0.020408163,-0.024341009
Market Model,10253,10253-07MAR2017,2017-03-07,2017-02-23,-8,-0.0625,-0.066207128
Market Model,10253,10253-07MAR2017,2017-03-07,2017-02-24,-7,0,-0.001675672
Market Model,10253,10253-07MAR2017,2017-03-07,2017-02-27,-6,0,-0.001224237
Market Model,10253,10253-07MAR2017,2017-03-07,2017-02-28,-5,-0.037037037,-0.043001339
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-01,-4,0.0384615385,0.0467174302
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-02,-3,0,-0.008070997
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-03,-2,0,-0.002202346
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-06,-1,-0.059259259,-0.064847366
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-07,0,-0.047244094,-0.052681723
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-08,1,0,-0.004233802
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-09,2,-0.082644628,-0.085072691
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-10,3,0.009009009,0.0087628802
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-13,4,0.0267857143,0.024959564
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-14,5,-0.060869565,-0.066382432
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-15,6,0,0.0036663054
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-16,7,-0.074074074,-0.077405007
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-17,8,0.12,0.1165938281
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-20,9,-0.035714286,-0.040474762
Market Model,10253,10253-07MAR2017,2017-03-07,2017-03-21,10,-0.051018519,-0.065033406
Market Model,10302,10302-13MAY2015,2015-05-13,2015-04-29,-10,-0.010054138,-0.007875566
Market Model,10302,10302-13MAY2015,2015-05-13,2015-04-30,-9,0.040625,0.052823464
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-01,-8,0.0015015015,-0.01580305
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-04,-7,-0.019490255,-0.02719241
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-05,-6,-0.029051988,-0.015740202
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-06,-5,-0.003937008,-0.002871757
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-07,-4,0.0031620553,-0.005514256
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-08,-3,0.0149724192,-0.005115436
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-11,-2,-0.019409938,-0.017231366
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-12,-1,0.004354711,0.0047241356
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-13,0,-0.002759164,-0.006147199
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-14,1,0.0387351779,0.0214306261
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-15,2,-0.005327245,-0.009271941
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-18,3,0.0244835501,0.0151114129
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-19,4,0.0201643017,0.0181679185
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-20,5,-0.010980966,-0.01353401
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-21,6,0.0103626943,0.0039130257
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-22,7,0.0065934066,0.0064061706
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-26,8,-0.00727802,0.0035287919
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-27,9,0.0241935484,0.008002318
Market Model,10302,10302-13MAY2015,2015-05-13,2015-05-28,10,-0.001431639,-0.003010527
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-12,-10,0.0163230241,-0.011824494
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-13,-9,-0.019442096,0.0071342772
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-14,-8,0.0077586207,0.0080975122
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-15,-7,0.0153977759,-0.006002961
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-16,-6,0.0025273799,0.0081137679
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-19,-5,-0.01092437,-0.013021816
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-20,-4,0.0042480884,0.0034625164
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-21,-3,0.0067681895,-0.015382189
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-22,-2,-0.000840336,-0.01511947
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-23,-1,-0.009251472,0.0008327702
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-26,0,-0.008488964,0.0068427741
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-27,1,0.0154109589,0.0022562882
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-28,2,0.0085106383,-0.003144748
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-29,3,0.011814346,0.0290201903
Market Model,10302,10302-26SEP2016,2016-09-26,2016-09-30,4,0.0141784821,-0.003474043
Market Model,10302,10302-26SEP2016,2016-09-26,2016-10-03,5,-0.013157895,-0.009258202
Market Model,10302,10302-26SEP2016,2016-09-26,2016-10-04,6,-0.01,-0.002726917
Market Model,10302,10302-26SEP2016,2016-09-26,2016-10-05,7,-0.012626263,-0.02465647
Market Model,10302,10302-26SEP2016,2016-09-26,2016-10-06,8,0,-0.00003593
Market Model,10302,10302-26SEP2016,2016-09-26,2016-10-07,9,0.0034100597,0.0093712688
Market Model,10302,10302-26SEP2016,2016-09-26,2016-10-10,10,-0.01104503,-0.021950773
Market Model,10363,10363-10JUN2020,2020-06-10,2020-05-27,-10,0.0598726115,0.0483936757
Market Model,10363,10363-10JUN2020,2020-06-10,2020-05-28,-9,-0.038461538,-0.03007321
Market Model,10363,10363-10JUN2020,2020-06-10,2020-05-29,-8,-0.03625,-0.038151896
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-01,-7,0.0129701686,0.0119852236
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-02,-6,0.0909090909,0.0868676437
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-03,-5,0.0105633803,0.0004089288
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-04,-4,0.0023228804,0.0099980248
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-05,-3,0.0301274623,0.0088677197
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-08,-2,0.0067491564,-0.002793995
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-09,-1,-0.03575419,-0.022781108
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-10,0,-0.05967555,-0.049860854
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-11,1,-0.108441158,-0.044016957
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-12,2,-0.018659295,-0.027591146
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-15,3,-0.012676056,-0.019468355
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-16,4,-0.011412268,-0.02635524
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-17,5,-0.015873016,-0.007484688
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-18,6,0.0102639296,0.012641137
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-19,7,0.06095791,0.0697537719
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-22,8,0.0930232558,0.0900006427
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-23,9,-0.016270338,-0.016236449
Market Model,10363,10363-10JUN2020,2020-06-10,2020-06-24,10,-0.009541985,0.0213625761
Market Model,10382,10382-11MAR2014,2014-03-11,2014-02-25,-10,0.041779707,0.0437424584
Market Model,10382,10382-11MAR2014,2014-03-11,2014-02-26,-9,0.0627604167,0.0623673429
Market Model,10382,10382-11MAR2014,2014-03-11,2014-02-27,-8,-0.007106101,-0.011698689
Market Model,10382,10382-11MAR2014,2014-03-11,2014-02-28,-7,-0.007403751,-0.008001679
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-03,-6,-0.019641969,-0.011533587
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-04,-5,0.0418463099,0.0256794507
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-05,-4,0.0021908471,0.0030268995
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-06,-3,0.0034005344,0.0027001791
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-07,-2,0.0031545741,0.003683345
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-10,-1,0.0667634253,0.0686237494
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-11,0,-0.022675737,-0.015386772
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-12,1,0.0160092807,0.015616207
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-13,2,-0.00867778,0.0046543879
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-14,3,0.0071412117,0.0097185261
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-17,4,-0.003202196,-0.011482162
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-18,5,-0.002524094,-0.009984643
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-19,6,0.0105820106,0.0175636937
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-20,7,0.0207147735,0.0163270398
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-21,8,0.0051293488,0.009857634
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-24,9,0.0019968937,0.0094907127
Market Model,10382,10382-11MAR2014,2014-03-11,2014-03-25,10,-0.025907883,-0.027939792
Market Model,10382,10382-14JAN2020,2020-01-14,2019-12-30,-10,-0.00450985,0.0031498359
Market Model,10382,10382-14JAN2020,2020-01-14,2019-12-31,-9,0.0014306152,-0.002059096
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-02,-8,0.0061904762,-0.00490706
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-03,-7,0.0007098912,0.0096812714
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-06,-6,0.0068574131,0.0023183464
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-07,-5,0.0025833725,0.0052586221
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-08,-4,0.0060904193,0.0001084893
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-09,-3,0.0013969732,-0.006946006
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-10,-2,-0.019762846,-0.015120055
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-13,-1,0.0042694497,-0.005122884
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-14,0,0.0106282475,0.0115982951
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-15,1,-0.012152372,-0.014068051
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-16,2,0.0227111427,0.0113512677
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-17,3,-0.0055517,-0.009041412
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-21,4,-0.006047918,-0.001667466
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-22,5,0.0023402762,0.0014739523
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-23,6,0.0086388046,0.0077724807
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-24,7,-0.031018519,-0.018112057
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-27,8,-0.022216914,-0.001571458
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-28,9,0.0219887613,0.0086613456
Market Model,10382,10382-14JAN2020,2020-01-14,2020-01-29,10,-0.010757829,-0.009131935
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-17,-10,-0.001170503,-0.003212642
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-18,-9,0.016796875,0.012799882
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-19,-8,-0.007107184,-0.007075992
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-22,-7,-0.004449603,0.0002613911
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-23,-6,-0.013408473,-0.010770808
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-24,-5,0.0135907032,0.0077573319
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-25,-4,-0.019043918,-0.010423214
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-26,-3,0.007725832,0.0016555087
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-29,-2,0.0084529192,0.008721063
Market Model,10516,10516-01OCT2014,2014-10-01,2014-09-30,-1,-0.003898635,-0.002564208
Market Model,10516,10516-01OCT2014,2014-10-01,2014-10-01,0,-0.01369863,-0.006499639
Market Model,10516,10516-01OCT2014,2014-10-01,2014-10-02,1,0.0025793651,0.0005964645
Market Model,10516,10516-01OCT2014,2014-10-01,2014-10-03,2,0.0114783297,0.0039862942
Market Model,10516,10516-01OCT2014,2014-10-01,2014-10-06,3,-0.010174134,-0.009669038
Market Model,10516,10516-01OCT2014,2014-10-01,2014-10-07,4,-0.020162087,-0.01195605
Market Model,10516,10516-01OCT2014,2014-10-01,2014-10-08,5,-0.031268913,-0.042374467
