"uid","permno","CAR_1_Day_Window","CAR_10_Day_Window","CAR_3_Day_Window","CAR_5_Day_Window"
"15729-07FEB2024",15729,0.0363011611,-0.0292512215,0.0575978337,0.0089375715
"15775-01SEP2019",15775,-0.0854224914,0.9383299984,0.0215622525,0.0229823665
"15779-22JUL2022",15779,-0.0354266924,0.463176133,0.0681593324,0.0431871118
"15826-03APR2024",15826,-0.0391800484,-0.0378516407,-0.0349109178,-0.0217518334
"15826-15JUN2017",15826,-0.0002347574,-0.0614850958,0.0142789468,-0.040182651
"15826-30JAN2024",15826,0.034523654,-0.0194819474,0.0506471631,-0.0206104021
"15909-08MAR2023",15909,0.0285194875,0.0141534514,0.0326604731,0.0325769486
"15909-26JUL2018",15909,0.134126722,0.1095226252,0.0490678891,0.0682765379
"15955-20NOV2019",15955,0.2268812691,-0.1084223251,0.5579287717,-0.217741811
"15956-01MAY2022",15956,-0.8846754739,0.5158309717,-0.8706540281,-1.240975139
"15956-07AUG2017",15956,-0.1305433191,-0.1492260093,-0.1240675954,-0.1304400955
"15956-23MAY2022",15956,-0.818759913,0.9286939379,-0.4208788434,-0.5108073375
"15961-09JAN2018",15961,-0.0027397281,0.1030827661,0.0655219934,0.0605774951
"16044-01NOV2023",16044,0.0379881491,0.0080637425,0.0030735242,0.00596416030000001
"16044-13JAN2017",16044,-0.0116283531,-0.1126520952,-0.0297454711,-0.0483838124
"16044-16APR2020",16044,-0.0223943849,0.2107071752,-0.0853570982,-0.0819318517
"16087-06APR2020",16087,-0.0242583922,0.00958204090000001,0.0024262431,0.0706405992
"16136-08AUG2024",16136,-0.033843073,-0.0072391318,-0.0450274456,0.0039682901
"16140-15SEP2022",16140,0.0924175784,0.2652230378,0.1690942336,0.1932746343
"16140-21FEB2023",16140,-0.065987175,0.3760874563,0.160572556,0.2446651877
"16140-23FEB2023",16140,-0.0080047128,0.3489828198,-0.0136601746,0.2906510813
"16145-28JUL2020",16145,-0.0292988689,0.0674708731,0.00168485500000001,0.0574100852
"16173-06FEB2020",16173,0.1090543445,0.5007426002,0.121855302,0.1919968801
"16188-15AUG2023",16188,-0.267288821,-0.0057938421,-0.2014970981,-0.1362230218
"16188-18OCT2021",16188,-0.0415142837,-0.0089442187,-0.1064754206,0.0140851678
"16188-31OCT2016",16188,NA,NA,NA,NA
"16276-01MAY2019",16276,-0.0039066616,-0.0723715431,0.0870846845,0.0264767024
"16287-04MAR2020",16287,-0.0214237471,0.5275974314,0.1087909748,0.192413836
"16342-02NOV2017",16342,-0.0714123145,-0.1167913593,-0.0667784734,-0.0832037159
"16342-10JUN2021",16342,-0.0321410785,-0.1791970181,-0.1016623759,-0.1811080322
"16392-13DEC2024",16392,-0.0047366518,0.1618139307,0.0597233339,0.0925489807
"16392-20APR2020",16392,0.0494181253,0.3242199594,0.0284566325,0.0130621375
"16398-24JUL2017",16398,-0.0082017037,-0.327793244,-0.0660803348,-0.132236985
"16431-01OCT2024",16431,0.0118752016,0.1208694396,0.0792920502,0.1236783115
"16497-19MAY2017",16497,NA,NA,NA,NA
"16497-26OCT2018",16497,-0.0258830317,-0.3707198687,-0.0422044401,-0.0488348411
"16499-01JUL2020",16499,-0.074007893,-0.0868626493,-0.0960727285,-0.1023035797
"16522-10AUG2021",16522,0.0268988212,-0.2109073729,-0.0376245763,-0.1732220081
"16538-28APR2020",16538,0.1215028234,-0.0267114225,0.0377458823,0.0645426593
"16543-13FEB2020",16543,-0.0645196926,-0.1044823668,-0.0753316881,-0.1284273195
"16560-09JUL2020",16560,-0.0062609658,0.1676081053,-0.0386206892,0.0668804356
"16570-22FEB2023",16570,0.0503351379,0.0833946958,0.1339527178,0.1975679993
"16595-02APR2018",16595,-0.119165354,-0.1528124842,-0.1113650552,-0.1445583797
"16595-05FEB2024",16595,0.0805791355,-0.3979240114,-0.343307951,-0.3115390908
"16595-13MAR2019",16595,0.1387374835,0.2036890249,0.1462817317,0.1447321529
"16649-05FEB2024",16649,-0.051812523,-0.0091549631,-0.0299399303,-0.0336987279
"16655-17MAY2022",16655,0.0136736968,-0.5034090028,0.1923190539,-0.205008029
"16678-17APR2014",16678,0.0032931408,0.0664958843,0.0112937553,0.0295120024
"16678-28OCT2022",16678,0.0392690181,0.0214758574,0.0695252236,0.102672389
"16681-02MAR2020",16681,0.1312116046,2.9439496747,0.2577227719,0.8168825035
"16692-07MAR2023",16692,0.0126653742,-0.0449893358,-0.0179508672,-0.0440453339
"16712-01SEP2024",16712,-0.0046318203,-0.1648168285,-0.0535061532,-0.1639573376
"16712-26JUN2019",16712,-0.0414209768,-0.0693112225,-0.0026211706,-0.0483316824
"16792-27JUL2023",16792,-0.5498725207,-0.450419956,-0.6125281004,-0.6410093773
"16806-05MAR2018",16806,-0.0187681634,-0.432757251,0.0551475983,0.0207113336
"16827-05AUG2020",16827,-0.027494383,-0.2588439482,-0.2207942585,-0.2859481263
"16827-31JUL2020",16827,0.0013839233,-0.3362172358,-0.0377920568,-0.2223558218
"16880-20NOV2019",16880,-0.0321819546,0.4230661826,-0.00934655170000001,-0.0162748805
"16880-30AUG2024",16880,NA,NA,NA,NA
"16932-18APR2020",16932,0.0240846646,0.197012326,0.2087073517,0.2861815576
"16932-24OCT2023",16932,0.0111738369,0.1591118507,0.0387702333,0.000799535300000005
"16964-18DEC2023",16964,0.042039021,0.1188033631,0.1320858551,0.1587909413
"17005-04MAR2019",17005,-0.055651838,-0.2383208741,-0.146082625,-0.1530058735
"17005-08NOV2023",17005,-0.054521448,-0.0252816154,-0.029468306,-0.0362389879
"17005-20DEC2024",17005,-0.0353067853,-0.2083205416,-0.0397454691,-0.1192518133
"17043-07APR2022",17043,0.0226336326,0.0618891085,0.066596338,0.077236767
"17045-01FEB2018",17045,NA,NA,NA,NA
"17045-01JUN2020",17045,-0.00495979700000001,-0.3070758846,0.0043387165,-0.1714305719
"17045-08FEB2018",17045,NA,NA,NA,NA
"17046-23SEP2019",17046,NA,-0.0357741836057,-0.004754966,-0.0054093553
"17103-18APR2023",17103,-0.0189041573,-0.0780506252,-0.0372399905,-0.069687091
"17103-31MAY2023",17103,0.0133837645,-0.1763620154,-0.0630379352,-0.0706559942
"17104-30AUG2023",17104,-0.0450657844,0.1926504644,0.0173378791,0.3072368834
"17135-03APR2024",17135,-1.66152832,-2.5650987342,-2.557840038,-2.611409285
"17135-29MAR2021",17135,0.0189550792,0.0425431845,-0.0187804534,-0.1129749491
"17144-26OCT2015",17144,-0.023641272,-0.0457612223,0.0035377379,-0.0175896527
"17144-31AUG2016",17144,-0.0214631508,-0.0847607079,-0.0190357419,-0.0658740787
"17307-02MAR2020",17307,-0.0105426686,-0.5269315684,-0.0575686527,-0.1585389219
"17308-01SEP2020",17308,-0.028319435,0.5124319508,0.0451348334,0.0613500613
"17316-13APR2020",17316,-0.0622219706,0.0197940881,-0.0362741632,0.0237527696
"17317-29APR2020",17317,-0.0375470619,-0.0335426936,-0.0621326597,0.0401943314
"17342-21JAN2021",17342,0.0135091622,0.0736879719,-0.0176617385,0.0131586085
"17342-30OCT2024",17342,0.0419484331,0.0612065726,0.0324035993,0.0634148416
"17349-15AUG2023",17349,-0.4269300423,-0.7244930261,-0.3808698434,-0.4791910937
"17750-10JAN2019",17750,0.0164844379,-0.0384441256,0.0310359704,0.0038117756
"17750-11APR2020",17750,0.0460920841,0.0964045886,0.0337522555,0.0480455561
"17750-22MAR2019",17750,0.0204574402,0.0420723704,0.0301564696,0.0353848778
"17750-28JAN2014",17750,0.001311489,0.0346041227,0.0553990899,0.0326246392
"17794-01DEC2021",17794,0.0207811905,-0.0167063063,-0.0077585794,-0.0259516461
"17880-23FEB2023",17880,0.1290425519,-0.1134808208,-0.0849532034,-0.0431018786
"17880-30JUN2023",17880,0.0433353789,-0.2625806431,0.002114458,0.0386619197
"17898-01APR2020",17898,-0.195181575,0.383251122,0.1317631364,0.2333098548
"17942-01JUN2020",17942,0.0005002568,0.0507107416,0.0390195229,0.0049830045
"17942-01MAY2021",17942,-0.0001051442,6.90101000000034e-05,0.025167581,0.0071754912
"17942-05MAR2021",17942,0.0659785048,0.0927283186,0.0965521835,0.0668674698
"17942-25OCT2018",17942,NA,NA,NA,NA
"17944-01FEB2023",17944,0.0918176556,0.1524726856,0.0551081172,0.1590610473
"17949-04DEC2023",17949,0.037726406,0.0445901853,0.0290691174,0.0223067018
"17961-22AUG2019",17961,-0.071708497,-0.2451701725,-0.1322082253,-0.5220658619
"17961-26JUN2020",17961,0.030177326,-0.3661436321,-0.043864779,-0.0928808909
"18013-02MAR2022",18013,0.2357611477,0.0989712587,0.2086490323,0.2051310937
"18063-20APR2020",18063,0.0992473523,0.2415020058,0.0594166853,0.00345424949999999
"18063-27APR2020",18063,0.0429482107,0.1065754489,-0.0239007042,0.03796413
"18102-05APR2024",18102,0.0726167493,-0.0168204445,0.1011113823,0.0798609411
"18102-22MAR2024",18102,0.0029270506,0.1548947989,0.0594871764,0.0735420423
"18102-25MAR2024",18102,0.0248635852,0.1045309098,0.0633569098,0.023845359
"18102-27MAR2024",18102,0.0779313844,0.1336988812,0.0182382726,0.0409680235
"18109-23MAY2024",18109,-0.0003249601,-0.0610309964,-0.0079242938,-0.0494435104
"18109-27MAY2020",18109,0.0848062801,0.1805409699,0.1557654704,0.293399481
"18116-16OCT2024",18116,0.0559378277,-1.7793674594,-0.7056072557,-1.7603225482
"18134-23OCT2024",18134,0.2725196966,0.3657841394,0.2471965082,0.3249182577
"18162-22FEB2023",18162,NA,-0.2656226225,NA,NA
"18206-09JAN2024",18206,-0.048911598,-0.0927764764,-0.0549741646,-0.1047076127
"18206-25MAR2024",18206,0.0097119003,0.430270336,-0.0421535137,-0.0252659416
"18206-30JAN2024",18206,-0.0541348825,-0.0925263406,-0.1040707284,0.0359688047
"18214-14JUN2023",18214,-0.0143407478,0.2558052654,0.0631376505,0.0602589822
"18298-15OCT2024",18298,-0.0155532534,-0.0081572929,0.0031938585,-0.019027424
"18425-06NOV2023",18425,0.0815534005,0.2614736894,0.047697468,0.0877231263
"18452-05JUN2020",18452,0.1435282261,0.124742903,0.1480956221,0.2208845061
"18452-07MAY2020",18452,0.1924302283,-0.065586888,0.00202401759999999,-0.1364566918
"18452-30MAY2023",18452,0.1007486412,0.2135155893,0.1313865962,0.2265021447
"18453-25AUG2023",18453,-0.0168400061,-0.2186003745,-0.0358898187,-0.0599081318
"18481-01MAY2019",18481,NA,NA,NA,NA
"18481-24JUL2024",18481,0.0353913772,0.1011600806,0.0458839707,0.0630471637
"18481-30AUG2024",18481,-0.0062626269,0.0252483517,0.0028115985,0.0166735012
"18485-15FEB2023",18485,0.0099972998,-0.0421112635,0.0058079346736,0.0050917672
"18539-10NOV2023",18539,0.0425116068,-0.079926027,-0.0940107004,-0.1228535866
"18542-07AUG2018",18542,-0.000371988600000001,0.000599217100000001,-0.0327174276,-0.0545354782
"18542-25MAY2017",18542,0.0110344039,0.040033518,0.0164512753,0.004550701
"18542-26NOV2024",18542,0.0147168112,-0.0129853648,0.0364049143,0.0097338915
"18542-31DEC2014",18542,-0.0002650834,-0.0289149295,-0.0290056622,-0.020271648
"18553-09MAY2024",18553,-0.028439202,-0.0360418013,-0.0202385223,-0.1339648091
"18558-15AUG2024",18558,-0.0033504563,-0.2825338045,-0.259837782,-0.1879855726
"18561-12APR2023",18561,-0.0495655157,0.1697793182,0.0299086655,0.0341608945
"18576-07MAY2020",18576,0.1307193818,0.1215397197,0.1103167406,0.0596733799
"18576-24JUL2020",18576,-0.048220346,-0.1232920205,-0.1042203233,-0.1110533529
"18580-12AUG2024",18580,0.0500103311,-0.150175005,-0.1325893008,-0.0948783203
"18642-10MAR2023",18642,0.11491821,-0.2752061112,0.0175406877,0.00745455499999999
"18664-23SEP2022",18664,-0.188691792,-0.1451801298,-0.2211072252,-0.2432853436
"18724-01MAY2024",18724,0.1038091463,0.1305586189,0.1069626719,0.1251326565
"18724-23JUL2019",18724,NA,NA,NA,NA
"18727-01MAR2023",18727,-0.023624836,-0.0590260849,-0.0057781691,-0.000772234100000003
"18727-22MAR2023",18727,-0.0782530665,-0.2205147475,-0.1179751306,-0.0793775757
"18729-01APR2016",18729,0.0039063158,0.011053069589,0.0038137014,0.0086908564
"18771-01DEC2021",18771,0.0175407163,0.0261615973,0.0007539518,0.0269982378
"18771-06DEC2021",18771,-0.0055719593,0.0235073914,0.0202703637,0.0026186629
"18775-01JUN2020",18775,0.2764405207,0.4340569627,0.3122948603,0.4018747718
"18775-01OCT2024",18775,-0.0282789371,-0.1587608822,0.0212041748,-0.0917102591
"18783-11JAN2024",18783,-0.184679569,-0.0908445731,-0.1747060983,-0.2458209491
"18835-01OCT2024",18835,-0.049584759,0.000538888800000001,-0.0399868201,-0.0257763623
"18840-01JAN2023",18840,-0.0577610157,-0.0818513884,-0.0559018471,-0.1577883409
"18900-13MAR2024",18900,NA,NA,NA,NA
"18937-04SEP2024",18937,-0.1969195407,-0.1822082183,-0.210726837,-0.2169613551
"18940-06JUN2023",18940,-0.037326715,-0.1149872907,0.0373575857,0.1916113884
"18940-24OCT2023",18940,0.0113089174,0.1023873456,0.0913089179,0.12256843
"19001-29JUL2024",19001,0.0254865049,-0.0024622258,-0.0348162255,-0.042702918
"19032-01AUG2024",19032,-0.057575406,-0.1300146517,-0.130519417,-0.0964706035
"19084-26JUL2022",19084,-0.044328677,-0.101423759,-0.13116361,-0.1121218517
"19084-31JAN2024",19084,0.0058401538,-0.180016781,0.0573021444,0.0210669056
"19139-16APR2020",19139,NA,NA,NA,NA
"19139-16JAN2024",19139,NA,NA,NA,NA
"19166-01MAR2018",19166,-0.0120916816,-0.0809869159,-0.036581018,-0.0255462764
"19393-01NOV2012",19393,-0.0138836084,-0.0640364156,-0.000729392600000001,-0.0358500985
"19393-01NOV2024",19393,0.0588996122,0.0794611669,0.0468998233,0.0198585264
"19393-13SEP2022",19393,0.0055754845,-0.0204483501,0.0289799207,-0.0043101225
"19393-16SEP2021",19393,-0.0163935417,-0.1110209981,-0.044583607,-0.0713149451
"19393-23OCT2018",19393,-0.0737227696,-0.1340192035,-0.1067103968,-0.106920207
"19393-24AUG2021",19393,-0.029389205,-0.0503136065,-0.0275757826,-0.0291404206
"19413-08JAN2021",19413,-0.0407139654,0.1899844615,-0.0113164852,0.0379026484
"19413-10DEC2024",19413,-0.043816235,0.0300189965,0.0232928849,0.0072344651863
"19413-20APR2022",19413,0.0268021549,-0.0489112325,-0.0053194079,-0.0709715765
"19476-29NOV2023",19476,-0.0286981059,0.5257638065,0.2942195689,0.3211403073
"19497-15APR2024",19497,0.0737054577,0.1855316979,0.0910477835,0.1157770588
"19504-02OCT2023",19504,0.037321733,0.2419182428,0.0440154438,0.0914091141
"19521-01APR2023",19521,0.1432580647,0.3411778684,0.1655072002,0.1556604493
"19561-09DEC2024",19561,0.0653303312,0.2505536388,0.0951481895,0.1224174204
"19561-14NOV2014",19561,0.021837242,0.0510940269,0.0533020791,0.053310581
"19561-27DEC2023",19561,-0.0038569468,-0.1243778455,-0.0336329311,-0.0367009848
"19575-13NOV2020",19575,NA,NA,NA,NA
"19619-03DEC2024",19619,NA,NA,NA,NA
"19659-23MAR2023",19659,-0.0183212641,-0.2083942808,0.0070845344,-0.0532720169
"19746-21NOV2022",19746,-0.117642353,-0.2500570905,-0.1714917386,-0.1699240956
"19751-05JUN2024",19751,-0.0162915858,-0.000523343000000011,-0.0418289204,0.0100738063
"19778-12OCT2022",19778,-0.087086503,0.1100227186,-0.0224182175,0.0639268543
"19822-01FEB2024",19822,-0.02653662,0.090747619,-0.0419702407,-0.0320905341
"19857-12JAN2021",19857,NA,NA,NA,NA
"19918-01DEC2022",19918,-0.454983266,-0.9353194806,-0.6233334266,-0.6687676013
"20136-27NOV2023",20136,NA,NA,NA,NA
"20189-13DEC2022",20189,0.0227762754,-0.0044274541,0.0313783456,0.085036678
"20204-17APR2019",20204,0.0123483129,-0.0130649859,-0.0039271393,-0.0134965212
"20290-20DEC2024",20290,-0.2284945274,0.2036045862,-0.277445433,-0.1965335151
"20307-16OCT2023",20307,0.0825978458,0.1935403533,0.0402573245,0.0445456512
"20333-11SEP2023",20333,-0.0668415908,0.2241961063,-0.0678082028,-0.0724014262
"20354-09MAY2022",20354,-0.074287199,0.2179652434,-0.0396726135,0.0655234082
"20365-01OCT2024",20365,0.2067321031,0.1221625488,0.2034131348,0.1990445624
"20365-27JAN2022",20365,-0.0146053386,0.3041948778,0.1587135243,0.0774430241
"20482-20MAR2024",20482,-0.0175062041,-0.0709739119,-0.0845539403,-0.0683433325
"20578-17MAY2024",20578,-0.054454993,-0.3005604133,-0.4805862,-0.2727595593
"20610-22FEB2023",20610,-0.5215848824,2.5867124495,2.2952720686,3.1539807141
"20618-09OCT2023",20618,0.0337551679,-0.0709971436,0.0010538908,-0.0590652907
"20633-20DEC2023",20633,-0.0523253288,0.0752572171,-0.0325422444,0.0538555938
"20645-21AUG2023",20645,-0.058938083,-0.1192203663,-0.0381415022,-0.1400706915
"20655-23FEB2023",20655,0.0433994765,0.0889178295,0.1407296053,0.1591904237
"20658-01MAY2023",20658,0.0712902847,-0.2378753582,0.0568943409,-0.0013485862
"20670-17DEC2020",20670,-0.130713332,-0.0201140697,-0.1082339286,-0.0234028773
"20681-06NOV2024",20681,-0.0224599741,-0.0125363127,0.0008664221,0.0298503279
"20765-18NOV2019",20765,-0.025066732,-0.1066847816,-0.092821815,-0.0562670863
"20765-31MAR2014",20765,-0.0034760156,-0.0876128285,-0.0762509902,-0.0893040948
"20784-17NOV2022",20784,-0.032297929,0.0157316982,-0.1409126881,-0.141020587
"20788-31MAY2023",20788,0.493463016,0.6382582241,0.6689840967,0.6971045408
"20817-20SEP2024",20817,-0.0024912862,-0.1126031512,-0.0367164395,-0.0806797589
"20832-07DEC2023",20832,0.0461814193,0.2074530239,0.0499208047,0.0958344523
"20879-06APR2023",20879,-0.741919983,-2.1478815684,-0.5309687877,-0.9215865197
"20894-13NOV2024",20894,0.0212842984,0.6394931309,0.2348749345,0.698032277
"20895-29JUN2021",20895,NA,NA,NA,NA
"20916-03AUG2023",20916,0.0529630676,0.0315797885,-0.0465748998,-0.112723111
"20916-04MAY2023",20916,0.0998467234,0.2403778412,0.1879607958,0.3761400795
"20916-21SEP2022",20916,-0.0617203194,0.0493257443,-0.1421561335,0.00908087739999999
"20916-30JUN2023",20916,-0.0159841833,-0.0161896333,-0.0389111424,0.00970706849999999
"20919-04SEP2024",20919,-0.0071351084,-0.1821713442,-0.1299351292,-0.2154462736
"21055-12JUL2016",21055,-0.0096097557,-0.0809530795,-0.000487754700000001,-0.006949457
"21055-15NOV2016",21055,0.0378208451,0.1239430563,0.0989377616,0.1630851153
"21055-23JUN2016",21055,0.0031150517,-0.0313456018,-0.0576929853,-0.0628222658
"21102-25JUN2024",21102,-0.365876766,-0.4020158603,-0.1342918853,-0.1882097749
"21120-01DEC2024",21120,-0.0217825801,-0.03925476,-0.029700178,-0.0056444753
"21120-20DEC2024",21120,0.0256153469,-0.0464706406,0.0094089967,-0.0584973954
"21135-30APR2019",21135,-0.0563945664,-0.0546116883,-0.0166815865,-0.0580759437
"21152-21NOV2014",21152,0.0090715822,0.0289259046,0.0224020898,0.0497691245
"21178-01JUL2024",21178,-0.00437851,0.0181461569,-0.0151812124815,-0.0196523901
"21178-12APR2017",21178,0.0020753981,0.000707857800000001,0.0090923811,0.0042190197
"21178-27JUN2024",21178,-0.0027066227815,-0.0018086622,-0.0064034151,0.0012703495
"21178-28JUN2022",21178,-0.013121606,-0.1167076892,0.0226780777,0.0251674377
"21178-29JAN2014",21178,-0.0019501774,0.018736021,0.0158991554,0.009819718
"21186-01OCT2019",21186,-0.0203381369,-0.0075911955,-0.0272369241,0.0111353126
"21186-02JUL2024",21186,-0.0232965579,-0.0142932209,0.0039497109,-0.0289191527
"21186-05JUL2024",21186,0.031846472,-0.0034491578,-0.0070148463,0.0039497109
"21186-25MAR2019",21186,0.0110990557,0.049838336,0.0090125686,0.0639089945
"21604-01OCT2024",21604,-0.0220976167,0.0491244143,0.0096179468,0.0116584775
"21624-04MAY2022",21624,-0.0356713317,-0.06854299,-0.1697495645,-0.3204253401
"21641-28JUL2022",21641,-0.2435471094,-0.2911266349,-0.4034590563,-0.4134022189
"21701-08AUG2023",21701,-0.062442032,-0.0023893495,-0.0249947935,-0.075622172
"21721-18SEP2024",21721,-0.174049337,0.3137067107,0.0790717313,-0.0179198065
"21723-27SEP2023",21723,0.0087709992,-0.0405225646,0.0016352344,-0.0166814032
"21742-12MAY2019",21742,0.0037589109,0.0369264691,0.0326964943,0.0255114911
"21885-03APR2023",21885,-0.0679963963,0.5021283357,0.2204194925,0.3037171331
"21885-18JAN2024",21885,NA,NA,NA,NA
"21904-19APR2023",21904,0.0753691202,-0.105564005,0.0515686271,0.0526435045
"21933-02FEB2024",21933,0.0110744803,0.2604155265,0.0405057068,0.1391075477
"21933-10JAN2023",21933,0.010863618,-0.0237643913,-0.0326266734,0.0456979663
"21933-10MAY2024",21933,-0.062085206,-0.3131308332,-0.2187089194,-0.3128780567
"21933-21MAY2024",21933,0.1378953384,-1.4096274631,-0.1162090169,-0.6083001642
"21933-26JAN2024",21933,0.0199792995,0.2986568412,0.1084883693,0.1440436047
"21936-01OCT2023",21936,0.0706072792,0.0332047395,0.0505819971,0.0373602244
"21936-06MAR2020",21936,0.0228694529,0.114378723,0.0270308904,0.0552501597
"21936-09NOV2018",21936,0.0102835362,-0.0212631942,-0.0081561603,-0.0092873929
"21936-20DEC2024",21936,0.0282356692,0.0507632582,0.0536207704,0.0455116829
"21950-05NOV2024",21950,NA,NA,NA,NA
"22086-20JUN2022",22086,0.0463053247,0.1915912705,0.1178772284,0.1225728344
"22087-06DEC2023",22087,0.0353404697,0.0344290845,0.0684631267,0.0802887625
"22103-30MAY2023",22103,-0.022436657,-0.0150671527,-0.0066971053,-0.0203226884
"22111-01FEB2023",22111,0.0110550198,-0.0922579571,-0.0335250263,-0.0386446019
"22111-01SEP2024",22111,0.0233902592,0.0729747424,0.0203493664,0.0422242774
"22111-02MAR2023",22111,-0.0020530736,-0.0331077093,-0.0167014271,-0.0409360357
"22111-25MAR2021",22111,0.0214237878,-0.0071967167,0.0292965524,0.0109965359
"22111-29APR2021",22111,-0.0007224562,0.0688284798,0.0166015198,0.0060138591
"22168-08AUG2023",22168,NA,NA,NA,NA
"22206-16DEC2022",22206,-0.054451338,-0.1539371899,-0.1125690762,-0.0950407926
"22206-27DEC2022",22206,-0.037718109,-0.1343924669,-0.0766705327,-0.1377303679
"22245-13SEP2023",22245,-0.177556525,-0.3287758833,-0.1948066214,-0.2859493945
"22248-22FEB2023",22248,-0.036172788,-0.2948193086,-0.17079283,-0.2403596066
"22265-07MAY2024",22265,0.0233630294,0.1076070376,0.0106545647,0.1737040006
"22321-05DEC2024",22321,-0.062591825,-0.1481978723,-0.1531506363,-0.2294278883
"22334-26MAR2024",22334,0.162571661,-0.2523712704,0.2032656801,-0.0267197701
"22509-01JUN2020",22509,0.0409749987,0.1467446192,0.0910027502,0.1190274312
"22509-11JAN2022",22509,0.0009295704,0.0148905554,-0.0277475782,0.0117860729
"22509-15SEP2021",22509,-0.023712741,-0.1112755855,-0.0471916603,-0.0335699517
"22509-18JAN2024",22509,-0.0279597478,-0.057296281,-0.0353253907,-0.0391636177
"22592-01APR2019",22592,-0.0013541528,-0.0053952253,0.0116623651,0.0077578106
"22592-29JUL2014",22592,-0.0072640899,-0.0220924801531,-0.0066868869,-0.0148821727
"22592-29MAR2017",22592,-0.00377041,0.0092985645,-0.0088844832,-0.0086105867
"22626-04APR2024",22626,0.0109961312,-0.3046453984,-0.0272200788,-0.1376299658
"22752-01JAN2024",22752,0.0641779272,0.1384337006,0.099587407,0.1187469
"22752-01SEP2016",22752,0.0006737409,-0.0073126588,-0.011266906,0.0043075172
"22752-15SEP2016",22752,0.000603284700000001,-0.0087676888,-0.0110665161,0.0033288557
"22765-17MAY2024",22765,0.1746418537,0.2387327915,0.167949186,0.1178929331
"22768-21SEP2023",22768,0.0422616947,-0.0325225071,-0.0048614488,-0.0409321214
"22779-10JUN2014",22779,-0.005490508,-0.0218194513,-0.0091775876,-0.0194209305
"22879-26NOV2024",22879,0.4242081963,0.1945940285,0.4033369612,0.3100755434
"22959-20OCT2022",22959,-0.445784507,-0.9194545042,-0.9928643211,-1.1790321665
"23381-05NOV2024",23381,-0.0308676774,0.2136854434,-0.0096654067,0.0106655216
"23498-09AUG2023",23498,-0.0035273347,0.0514059804,-0.0048076609,0.0010939604
"23666-31MAR2023",23666,NA,NA,NA,NA
"23819-06JUN2020",23819,0.1302467071,0.0868203311,0.090896497,0.2102370997
"23876-01FEB2024",23876,0.0031311665,-0.075694056,0.0022925185,-0.0415465663
"23876-12FEB2024",23876,0.0189044377,-0.0466308108,-0.0620976218,-0.0517512269
"24272-01JAN2023",24272,-0.0097735434,0.0187555327,-0.0331296477,-0.0015859461
"24459-04MAR2013",24459,0.0246424213,0.1398531946,0.0460541336,0.0530771209
"24459-10AUG2024",24459,0.2204908006,0.0019142442,0.1360424843,0.1392466548
"24459-14AUG2024",24459,-0.0101802535,0.0324646144,0.2070639936,0.1210494764
"24459-17JUL2024",24459,0.0135391159,0.1059525712,0.0453361169,0.0798974715
"24476-20JAN2021",24476,0.3144135417,0.3432686395,0.3288964437,0.2388617114
"24643-14APR2021",24643,-0.0194405658,-0.1290500588,-0.0083692616,-0.0345522243
"24643-15SEP2020",24643,0.0422852777,0.1527646787,0.0906361471,0.0625417705
"24643-25SEP2015",24643,0.0800190573,0.1457313817,0.0276508551,0.022076282
"24643-30JUN2020",24643,-0.0282260795,0.1709759584,0.070757028,0.0891707668
"24766-05FEB2015",24766,0.0020126604,0.0414487215,0.0030348196,0.0382411661
"24766-07APR2011",24766,0.0066474057,-0.0184421744,0.0116362251,0.002638195
"24766-08DEC2017",24766,0.0030811552,-0.0217314454,0.0131178339,-0.0033933881
"24766-10JUN2014",24766,-0.0149321394,-0.0444893587,-0.0239528791,-0.0287093268
"24766-10SEP2015",24766,0.0090198878,0.0105637665,0.0198198803,0.0204336677
"24766-12JAN2021",24766,0.0434958628,-0.0050254417,0.0092647018,-0.0013743161
"24766-13AUG2024",24766,0.0234970713,0.064099342,0.0399493124,0.037510625
"24766-16MAR2017",24766,-0.0039127413,-0.0244338791,-0.0099335898,-0.0154181595
"24766-20JUL2015",24766,-0.0142285511,0.0469299152,-0.0137760172,-0.0192776542
"24766-27MAR2012",24766,-0.0024568342,-0.0105039389,-0.0017788633,-0.0149158537
"24766-29APR2015",24766,-0.030995535,-0.0956412291,-0.0536660891,-0.0669951811
"24766-31JAN2011",24766,0.0108796646,-0.003885179,-0.0073303205,-0.0170205903
"24766-31OCT2012",24766,-0.0159242666,-0.0570185672,-0.0233220063,-0.0444214115
"24817-31OCT2024",24817,-0.0030139549,-0.029345567,-0.0228465622,-0.0281720403
"24942-06JUN2019",24942,0.0181851192,-0.0154201244,-0.0146855195,-0.0248831083
"25143-14AUG2024",25143,NA,NA,NA,NA
"25419-23MAY2024",25419,-0.0146493254,-0.000669888799999998,-0.0306991371,0.0646976742
"25582-07OCT2024",25582,-0.014094282,0.0411896673,-0.0233334411,0.039169706
"25582-09OCT2023",25582,0.0856033387,0.0705820524,0.0206978551,0.0361858307132
"25785-30APR2014",25785,0.0012830907,0.0290050451,-0.014255295,-0.0044011167
"25953-26APR2023",25953,-0.0289218323,-0.0639540325,-0.0218486489,-0.0281362201
"27043-06JUL2020",27043,-0.020163789,0.0301761111,-0.0501122395,0.0065554153
"27430-06APR2020",27430,-0.0039722,-0.1182371829,0.1622693591,0.0357490501
