"uid","permno","CAR_1_Day_Window","CAR_10_Day_Window","CAR_3_Day_Window","CAR_5_Day_Window"
"27430-14APR2020",27430,-0.084197718,0.0829696082,-0.0731118376,0.0351271243
"27828-16FEB2016",27828,0.0557860826,0.1188024101,0.0864318662,0.0215911014
"27828-16SEP2022",27828,0.0098209676,-0.0609261181,0.0017151733,0.005797687
"27887-03MAY2013",27887,-0.0004289844,-0.027229947,-0.0142810603,-0.0095901708
"27887-22NOV2013",27887,-0.029374563,0.0232099396,-0.0143605853,0.0089586814
"27887-27SEP2013",27887,-0.0118506894,-0.0852833269,-0.1137746271,-0.0908595801
"27983-06JUN2019",27983,-0.0078167229,-0.0022766273,0.0726762608,0.0502866031
"27983-10JAN2018",27983,0.0375366384,0.0162449059,0.0565314727,0.0137021491
"28222-01JUN2017",28222,0.0096492447,0.006387689,-0.0012183242,-0.0036260107
"28564-01FEB2011",28564,0.0315798983,-0.0133114097,-0.0110552623,0.0450834897
"28564-24JUL2018",28564,-0.0415349352,-0.1162202094,-0.0517903618,-0.0763100589
"28564-28MAR2017",28564,-0.047682002,-0.0583026059,-0.0274578423,-0.0904464035
"29102-24NOV2015",29102,0.1530385601,-0.0493190617,0.0642773234,0.0425529338
"29102-30JUN2014",29102,0.0098414018,-0.0329532684,0.076151589,-0.0035926403
"29209-01FEB2018",29209,0.0185796386,0.0202772673,0.0361796166,0.0476285946
"29209-16JUL2019",29209,-0.01850126,-0.0164400983,-0.0128372311,0.0038473089
"29209-18JUL2019",29209,0.0129764814,0.0338018448,0.015043167,0.0258738548
"29209-20SEP2013",29209,0.0075176707,0.0155040037,0.013799643,-0.0024782199
"29209-23FEB2018",29209,-0.012276977,-0.0152369446,0.0187287224,0.0084942638
"29209-27NOV2024",29209,-0.0157127755,0.0439355949,0.0272714029,0.0285882699
"30940-18FEB2016",30940,-0.0244622316,0.1267440802,0.0086574009,-0.0022095213
"30940-29APR2021",30940,-0.0168941641,0.0633154209,0.0453961757,0.0374935229
"32678-01OCT2023",32678,0.0079139896,0.0418009501,0.0308835408,0.0406912576
"32707-08FEB2016",32707,-0.0124640868,0.1348562941,0.0641539342,0.0248912156
"32707-19APR2016",32707,0.0705452576,0.0900130556,0.0510576505,0.0377277502
"32870-24DEC2014",32870,-0.0048782373,-0.0186749562,0.0093437831,-0.0063831805
"33099-15JUL2014",33099,0.0060026767,-0.0242802365,-0.0149532117,-0.0128472623
"33137-09NOV2021",33137,NA,NA,NA,NA
"33137-11MAR2016",33137,0.000969198500000001,0.0855904483,0.0489166682,-0.0130261235
"33137-24AUG2021",33137,NA,NA,NA,NA
"35991-12JUN2023",35991,-0.0119945007,-0.0011446441,-0.0018975747,0.0028505241
"36468-28APR2023",36468,-0.0158726685,0.0155021665,-0.0058296599,-0.011812188
"36468-31AUG2023",36468,0.0123759702,-0.0390263335,0.0073672329,0.0017973585
"36468-31MAY2019",36468,0.0128487389,0.0896181788,0.0410003748,0.0871651451
"36768-09FEB2024",36768,0.0687762239,0.1929572832,0.2004474623,0.1691314932
"37402-15DEC2017",37402,0.0018815997,0.0545352845,0.0514228028,0.052539983
"37807-13SEP2012",37807,0.0048073386,0.0271863354,-0.0015781411,0.0328760194
"39538-09OCT2018",39538,-0.0386470697,-0.1399634431,-0.053040718,-0.0666794796
"39538-27MAR2023",39538,0.0518866885,0.0670433971,0.0643787171,0.0821329147
"39538-31JUL2018",39538,0.0120696458,-0.0345090981,-0.0187746707,-0.0542812972
"39571-02OCT2023",39571,0.0139824332,-0.0026849445,0.0193745558,0.0124392669
"39571-07APR2020",39571,-0.0857024093,-0.131753968,-0.1507355547,-0.1146219743
"39571-15NOV2016",39571,0.0173539188,0.0577024586,0.0208500928,0.0236242228
"39642-06OCT2010",39642,0.0064498483,0.0429588084,0.0082015795,0.0138754031
"39642-18JAN2024",39642,-0.003421431,-0.0383027981,0.0056245361,-0.0182874309
"39642-30NOV2023",39642,-0.0010095781,-0.005238024,-0.0231593509,-0.0132913774
"39693-01FEB2020",39693,0.000131916900000001,-0.047574011109,-0.0234407911,-0.0233056663
"39693-09OCT2012",39693,-0.0058446084,0.0020711926,-0.0014179239,-0.0206445499
"39693-17OCT2019",39693,0.0126766107,0.147624771,0.0425834748,0.0557268182
"39917-18JUL2024",39917,0.0484766805,0.1782356284,0.0497784484,0.1406325967
"39917-22JUN2016",39917,-0.0021816182,-0.0281435462,-0.0268551713,0.0162701378
"40416-01DEC2019",40416,0.0638309027,0.1162176237,0.0592215405,0.0153327488
"40416-01JAN2020",40416,0.019086888,0.0380536462,0.0457368604,0.0291477461
"40416-02JUL2018",40416,-0.0045653829,-0.1657861697,-0.0366435117,-0.1198504333
"40416-17SEP2018",40416,0.1657488484,0.1524240899,0.2139561575,0.1982022888
"40416-28JAN2020",40416,NA,NA,NA,NA
"40440-21AUG2019",40440,-0.0055911742,-0.3204279115,-0.1574977622,-0.3296844925
"41080-13NOV2024",41080,0.0241920713,0.0945752682,0.0373866578,-0.0048803247
"41080-27AUG2021",41080,-0.0032116955,-0.0186997541,-0.0107671433,0.0034954549
"41080-28SEP2013",41080,-0.007484102,0.0176365672,0.0050045814,0.016366662
"41217-30APR2020",41217,-0.00311688169999999,0.171809195,-0.012912478,0.0990748855
"41320-07MAY2013",41320,0.0468758561,0.1353932133,0.0640124343,0.0830034146
"41355-05DEC2016",41355,-0.024705907,-0.0189429066,0.0018272807,-0.0126181805
"41355-08JUL2024",41355,-0.0186769682,0.0409855385,0.0201171966,0.0300800726
"41355-22APR2024",41355,-0.0010549663,-0.0284125099,0.0021532651,0.0050558423
"41355-26JUL2016",41355,0.01421469,0.036446011,-0.0024709533,-0.011816261
"42534-01JUN2015",42534,0.000567456699999999,0.0358690517,0.0324493693,0.0305162194
"42534-02MAR2011",42534,-0.0150963521,-0.0021129481,0.0145957957,-0.0044636244
"42534-13MAY2011",42534,-0.0068921486,-0.0471764759,-0.0228944231,-0.0364196186
"42534-21APR2016",42534,0.0719557756,0.0895724745,0.0719053352,0.0736258427
"42534-23APR2012",42534,-0.03139872,0.0523812543,-0.0400048928,-0.0377870151
"42534-30JUN2011",42534,0.0149860298,0.0635728527,0.0015260446,0.0307828857
"43334-12JUL2018",43334,0.0013694097,-0.0249936462,-0.0249308547,-0.0097245317
"43334-16OCT2018",43334,-0.045672332,-0.186756154,-0.1355974962,-0.1487587259
"43350-09APR2014",43350,-0.0015710615,0.0835005273,-0.0163282825,0.019971722
"43350-11MAR2024",43350,0.0020896247,0.0406175277,0.000505075199999997,-0.0020066945
"43350-14JUN2024",43350,-0.036201172,-0.1116896546,0.0091528273,0.0160585497
"43350-14MAR2024",43350,-0.0180076697,0.0582661023,-0.0164535541,0.0427131386
"43350-19NOV2019",43350,-0.019028419,-0.0451661731,0.0088735952,-0.0176206654
"43350-25APR2023",43350,-0.0011758824,0.0647339258,0.075203535,0.0873794924
"43449-01SEP2024",43449,0.0168969789,0.0850480501,0.0317123641,0.041511506202
"43449-03AUG2022",43449,-0.01880046,-0.0108722924,-0.0383387172,-0.0281443383
"43634-01OCT2021",43634,-0.0155963564,-1.1575823169,-0.0640848532,-0.0195491014
"43634-30NOV2017",43634,0.0649978357,0.1124459437,-0.0155323336,0.1360650515
"43772-23JAN2018",43772,-0.0090191411,-0.0783505798,0.0119445498,-0.0184587092
"44134-01JUL2019",44134,-0.0296724555,0.0232062951,-0.0233570414,-0.0209098777
"44134-05AUG2020",44134,-0.0176980561,0.0932026238,0.0445940551,0.1011060699
"44134-19JAN2015",44134,0.0029571608,0.0123320945,0.0019960809,-0.0316271592
"44134-31MAR2014",44134,-0.0055771992,0.0456863948,0.0203778388,0.0154607513
"44329-01NOV2012",44329,0.0191756885,-0.0028502266,0.0543206665,0.0431691424
"44506-18NOV2011",44506,-0.023598589,-0.0532591405,0.0203270041,-0.0097830713
"44601-18DEC2020",44601,0.0043642245,-0.0004477663,0.0045700397,-0.0046998745
"44601-23APR2015",44601,-0.0017162462,0.0529413397,-0.0012924744,0.0652528845
"44644-01JUN2024",44644,0.0180501766,-0.0078160241,0.0219155531,-0.0144042527
"44768-17SEP2019",44768,-0.0146349154,0.2850533645,0.0260894142,0.0850419117
"44951-06JAN2016",44951,-0.0400596421,-0.2680456054,-0.0153909842,-0.1803361406
"44951-25MAR2014",44951,-0.0057717221,0.1144501737,0.0385437397,0.01533886
"45356-01OCT2019",45356,-0.0323811702,-0.067805006,-0.0324342092,-0.066357447
"45728-31DEC2012",45728,0.0108749159,0.0660915719515,-0.0106717581,0.0563727187
"45911-16FEB2023",45911,-0.0292712935,0.0585541416,-0.0359732898,-0.0037156882
"46674-24SEP2024",46674,0.012095603,-0.0344227952,0.0220970111,0.0215547788
"46886-07MAR2023",46886,0.0321818138,-0.000103489700000004,0.0034783333,0.0153395241
"47619-28APR2016",47619,0.0036375935,0.077797935,-0.0156894546,-0.0383277762
"48347-04JUN2020",48347,0.0697326411,0.1555024271,0.1175200641,0.0433577905
"48486-30JUN2023",48486,-0.0175871492,-0.0309414024,-0.0316075758,-0.0019449126
"49154-01DEC2019",49154,-0.0071384292,0.0419513808,-0.0186512203,-0.0532709027
"49154-13MAR2023",49154,-0.0100132757,-0.0350527527,0.0193804081,0.0200645839
"49154-27APR2012",49154,0.0177836771,-0.0195534298,0.0122433034,-0.0100630679
"49154-28SEP2023",49154,0.0151220561,-0.0079172095,-0.0029707649,-0.0660372034
"49154-31JUL2024",49154,0.0008554285,-0.1292203619,-0.0700425981,-0.0908658718
"49330-01DEC2021",49330,0.0326583145,-0.0317017556,0.0113845252,0.0092038695
"49429-13NOV2013",49429,0.0904016425,0.0922278244,0.0724206843,0.0878860303
"49429-15APR2013",49429,-0.0201739087,0.0209014162,-0.0204485481,-0.0293983307
"49429-15MAR2012",49429,-0.0034321441,0.0301481255,-0.0056083978,-0.0017378648114
"49429-15NOV2024",49429,0.1270301515,0.2228220038,0.1116896077,0.1407338073
"49429-16MAR2011",49429,-0.000403814500000001,-0.1235977838,-0.0531601651,-0.066410593
"49429-20MAR2016",49429,-0.0164785958,0.0248748214,-0.0052200805,-0.0048744902
"49429-22AUG2011",49429,0.0562613237,-0.1951275853,0.0174162552,0.0884973916
"49429-24SEP2013",49429,-0.02390016,0.0119631947,-0.010358761,-0.0191923084
"50623-24JUN2014",50623,0.0044749105,-0.0137378487,-0.000687668300000001,0.0339157509
"50948-07MAR2022",50948,0.0037491421,-0.0771995272,-0.0361850928,-0.090318209
"51086-04FEB2019",51086,0.0022343221,0.0684802748,-0.0443757289,-0.004819531
"51086-22OCT2024",51086,-0.1290321903,0.0544784072,-0.0984864876,0.0131026007
"51263-10AUG2016",51263,-0.2007538579,-0.2664004401,-0.2146030675,-0.1929149516
"51369-30NOV2015",51369,0.0131649896,0.0128203089,0.0160114941,0.0038064055
"51369-31JUL2013",51369,0.0084179863,-0.0642534697,-0.0169168255,-0.0665635429
"51625-01MAR2020",51625,0.0196001871,0.0886264308,0.0503848381,0.0786363885
"51692-03JUN2020",51692,NA,NA,NA,NA
"51692-06FEB2020",51692,-0.090328433,-1.3619173387,0.0859362079,0.0735482758
"51692-14APR2020",51692,NA,NA,NA,NA
"51692-15APR2020",51692,NA,NA,NA,NA
"52250-12SEP2023",52250,-0.0037795009,-0.0034279164,0.0942020954,0.0145577624
"52337-04MAR2019",52337,0.0209131491,0.2293271596,0.0784930554,0.1883720994
"52716-15SEP2015",52716,-0.0012875011,-0.0147379028,0.0791740994,0.1010764312
"52716-31DEC2012",52716,0.0110864876,0.0536964229,0.0322693362,0.0487913019
"53197-09SEP2020",53197,-0.0488122854,-0.1216821723,-0.0014845491,0.0264539797
"53613-03JUL2017",53613,-0.044068129,-0.025593038,-0.0680405856,-0.0291662212
"53613-22MAY2018",53613,0.1032692399,0.1383180294,0.0751967255,0.1511309826
"53640-02DEC2013",53640,-0.0079546928,-0.015434147,0.0013701129,-0.0032945967
"53640-06NOV2015",53640,0.0420091001,0.0135828746,0.033640344,0.0140587697
"54114-29MAR2023",54114,-0.0402863,-0.1678079717,-0.0188625623,-0.1173535824
"54704-03OCT2016",54704,0.0460620119,-0.0102178825,0.0562609303,0.0259006723
"54704-04MAY2011",54704,0.0205581992,-0.0953094834,-0.0252282696,-0.0346469018
"54704-08NOV2018",54704,-0.0149851301,0.2229010425,0.0255848817,0.1009206891
"54704-11JUL2011",54704,0.0154611027,-0.0796299493,0.0301686128,-0.0169247776
"54704-17OCT2016",54704,-0.0286538092,0.0220781446,-0.0014441515,-0.0016152577
"54704-26SEP2011",54704,-0.0321182505,0.0593126396,0.0736695524,0.0358570865
"54704-31JUL2024",54704,0.1023950069,-0.0716103533,0.0565933175,-0.1080883808
"55597-19JAN2011",55597,0.0047635196,-0.1502593045,-0.0459193224,-0.0634716687
"55976-01APR2019",55976,-0.014462957,-0.0097453689,-0.0168263149,-0.0250504423
"55976-01FEB2018",55976,-0.026544651,-0.0053652475,-0.0605290025,-0.0403741612
"55976-01JUL2020",55976,-0.017755081,0.0522658416,0.0373327901,0.0348108291
"55976-01MAY2024",55976,-0.0051336794,-0.016641538,-0.0161093876,0.011918386703
"55976-01OCT2022",55976,0.0020830803,0.0052999871,-0.0032540479,0.0014150305
"55976-01SEP2019",55976,0.0119376644,-0.0025824542,-8.73063000000019e-05,0.0180977609
"55976-02NOV2017",55976,0.0210855991,0.1171790474,-0.000247337500000001,0.0020568509
"55976-03APR2019",55976,-0.0016417604,-0.0072774104,-9.60270999999988e-05,-0.005647804
"55976-04MAR2019",55976,-0.0100880129,-0.026888079,-0.0101249056,-0.0213738324
"55976-04MAR2020",55976,0.0122344378,0.2299812613,0.1073646976,0.0778409103
"55976-05DEC2024",55976,0.0125049033,0.0253329723,0.0053643462,0.0011381966
"55976-05JUN2017",55976,-0.0106056628,-0.0405885016,0.0064051171,0.0089977203
"55976-05MAR2020",55976,0.0433689934,0.2204535063,0.1225932817,0.0454888061
"55976-06FEB2023",55976,-0.020946304,0.0047485146,-0.0292527787,-0.000722932200000001
"55976-06JUL2021",55976,0.004725316,0.0603342897,0.0256930944,0.0241902996
"55976-06NOV2023",55976,-0.0061472763,-0.0640191201,-0.0133865917,0.0083486031
"55976-08FEB2023",55976,0.0053390579,-0.0405148974,0.0110576062,-0.0126268249
"55976-08JUL2021",55976,0.0042983708,0.0507254016,0.015665587,0.045781689
"55976-09MAR2021",55976,0.0124092551,-0.0287261572,0.0294625941,0.007799399
"55976-10JAN2017",55976,0.0043635771,-0.0364739233,-0.0263284781,-0.0172242938
"55976-11JAN2018",55976,-0.0037039014,0.0413568161613,0.0104596913,0.0236705488
"55976-12JUL2018",55976,0.0069728175,0.0241320554,0.0367445729,0.0249131331
"55976-12SEP2018",55976,-0.019550334,0.0437569797,-0.0074860323,0.021357719
"55976-13APR2015",55976,-0.0139603,-0.0804218993,-0.0341678611,-0.0549644245
"55976-13MAY2024",55976,-0.013438281,0.0709916493,0.0491530996,0.061436603566
"55976-15JAN2016",55976,0.0218788855,0.1836698087,0.0014807199,0.0291993336
"55976-15MAY2017",55976,-0.0130586302,0.0585095255,0.0261117033,0.0380507908
"55976-16MAY2019",55976,-0.0007107682,0.0183701423,-0.0095754649,0.0260994536
"55976-17JAN2017",55976,0.0025411969,-0.0349456303,-0.0140106024,-0.0106575038
"55976-18JAN2017",55976,0.0110283471,-0.0434901296,-0.0238787161,-0.0304697584
"55976-19APR2022",55976,0.0131597854,0.0367272288,0.0358756886,0.0133991169
"55976-19JAN2016",55976,-0.0054421475,0.1877762143,0.0135202313,0.0409120952
"55976-20APR2023",55976,0.01456981,0.0167435878,0.0275857396,0.0028998416
"55976-20JUN2018",55976,0.0237114557,0.00809719300000001,0.0561756744,0.066368857
"55976-21MAR2022",55976,-0.013979084,0.0450357811,-0.0337971956,0.007816261
"55976-21OCT2016",55976,0.000733082500000001,-0.0054795262126,0.0139243345,0.0200566682
"55976-22FEB2023",55976,-0.024214983,-0.040534045,-0.0232351102,-0.0345475861
"55976-22MAR2022",55976,-0.022726403,0.0507539855,-0.0187761514,-0.005193912
"55976-23MAR2023",55976,0.0107635613,0.0556471482,0.0105744851,0.0085911464
"55976-23MAY2017",55976,-0.011319515,0.0459325308,0.0308702474,0.0302537176
"55976-24JUL2018",55976,-0.0062351938,0.0461346488,0.0112653333,0.0272203854
"55976-27FEB2019",55976,-0.0030544282,-0.0191209983,-0.0272775665,-0.0499441285
"55976-27FEB2023",55976,0.0025969337,-0.0349443646,-0.0552288117,-0.0341031545
"55976-30SEP2019",55976,-0.0005008515,-0.0018754983,-0.0157821522,0.000731227300000001
"56274-08APR2024",56274,0.0161592251,0.1036580258,0.0222532545,0.029100000337
"56274-17AUG2021",56274,-0.0263025222,-0.020956035,-0.0086630251,-0.0094761762
"56573-11OCT2013",56573,0.0021886903,-0.0295156379,-0.0169087692,-0.0110294755
"56573-30MAY2023",56573,-0.025490408,-0.0272904832,-0.0160119149,-0.0376738449
"57568-03AUG2022",57568,-0.194801954,-0.1360931089,-0.2409487054,-0.2078226994
"57568-07DEC2022",57568,0.0129345665,0.0144655731,0.0045351243,0.0205558115
"57568-11AUG2011",57568,-0.0098811168,-0.0214392421,0.0137752663,0.0350972604
"57809-01OCT2021",57809,-0.0032470955,-0.0194323914,-0.0200196408,-0.0299446581
"57809-07OCT2024",57809,-0.0230399474,0.009144447,-0.0267388215,-0.0111542975
"57809-20AUG2024",57809,0.0274135301,0.0397081393,0.0621271928,0.0634794756
"57817-07MAR2024",57817,-0.1967498063,-0.001546263,-0.1196356027,-0.1683017971
"57817-10SEP2020",57817,-0.1052070784,-0.0371814088,-0.0098140301,0.1277502279
"57817-14APR2020",57817,-0.15876193,0.0689521151,-0.0679744967,0.1278019718
"57817-20SEP2022",57817,0.0529289649,0.0242333442,0.1077083733,0.0728683758
"58318-01JAN2021",58318,0.00083827,-0.0536700192,0.0510368568,-0.0087902394
"58318-11JAN2022",58318,0.0019828937,0.2537820461,0.0705029472,0.1712723839
"58318-14NOV2011",58318,0.0470232434,0.018165927,0.0085305266,0.00132529129999999
"58771-03AUG2023",58771,-0.00520972,0.0284187624,0.0792751123,0.0727928224
"58771-13SEP2023",58771,-0.0092637262,-0.0301718981,-0.0319334783,-0.0143791059
"59010-01FEB2017",59010,-0.0130422694,-0.1064042437,-0.0557281239,-0.0699702689
"59010-01JAN2023",59010,0.0421272482,0.0095853038,0.000558100799999996,0.0086807026
"59010-01SEP2020",59010,0.0201203615,0.1510555538,0.0653152843,0.1657086371
"59010-17JUL2023",59010,-0.026304378,0.1997309306,-0.0508675931,0.0519846433
"59010-26JAN2015",59010,0.0279873464,-0.0252986002,0.0506984925,0.0148741571
"59010-28JAN2019",59010,0.0135718726,-0.018066958,0.0159523004,-0.012040691
"59328-05APR2013",59328,0.0012027246,0.1260169401,0.0379446567,0.0038255366
"59328-17APR2014",59328,-0.0085459236,0.0259227351,-0.0072580495,-0.0214644671
"59328-17OCT2024",59328,0.0093681389,0.0281513437,-0.0237349166,-0.0048588305
"59328-21OCT2019",59328,0.0084585666,0.0962925275,-0.0043644175,0.0742952367
"59328-29APR2019",59328,-0.130296918,-0.1968145471,-0.151388042,-0.1588802625
"59328-29APR2020",59328,-0.0113707568,-0.0716371017,-0.0533977639,-0.0217175325
"59328-30JAN2020",59328,-0.035635522,0.0694987198,-0.0606721331,0.0505209306
"60097-01MAY2018",60097,-0.0060736688,0.0503823415,0.0174547495,0.047000009
"60097-01MAY2019",60097,0.0266697898,0.0352007953,0.0352298935,0.059747118
"60097-06JUN2013",60097,0.0056192906,0.0240239273,0.0249160283,0.0276539385
"60097-27MAR2024",60097,0.0407275394,-0.0288472986,0.0247379024,0.0077033164
"60186-11OCT2024",60186,0.0104949037,-0.0652918248,0.0464295749,-0.0195703881
"60871-11DEC2023",60871,0.0212112026,0.0423599216634,0.0565047226,0.0312209445
"60943-05FEB2016",60943,0.0213517982,0.1151662667,0.0481233766,0.0856163548
"60943-07APR2020",60943,0.1151269665,-0.0937031036,0.022798942,-0.1346771838
"60943-09MAR2023",60943,-0.0050510196,-0.06694705,-0.0518016974,-0.076129549
"60943-12MAY2017",60943,-0.030966289,-0.0151800453,-0.0368497766,-0.0480590785
"60943-13DEC2018",60943,-0.0135032658,0.0258297767,-0.0061388921,0.0423330031
"60943-19MAY2014",60943,-0.0005340968,0.0099657553,-0.0142063499,-0.0103503122
"60943-22APR2020",60943,0.0571060632,-0.0180509623,0.1518395535,0.1664671376
"60943-22AUG2024",60943,0.0668660721,0.0803558492,0.0879189542,0.1042222482
"60943-24APR2020",60943,0.1320016261,-0.0739350495,0.2247021783,0.2174851031
"60986-14APR2023",60986,0.0211101561,0.0176477073,0.0209438091,0.0185585671
"61146-22JAN2016",61146,-0.0481845076,-0.1688076236,-0.0227881669,-0.0552892942
"61241-16APR2015",61241,-0.0068165646,-0.0500697734,-0.1179613379,-0.1062825499
"61241-25OCT2012",61241,-0.0129851761,-0.2297481358,0.0250290465,-0.1189861523
"61567-01MAY2020",61567,-0.0873350617,-0.0322052205,0.0022075023,0.0259030153
"61567-20APR2020",61567,0.0029146119,-0.1395070111,-0.0411684169,-0.2151807242
"61567-23APR2020",61567,-0.0407786617,-0.1963924821,-0.0219669603,0.0965858595
"61567-27AUG2020",61567,0.0119300283,0.0474229621,-0.0276223036,0.0080850666
"61778-20MAR2013",61778,0.0265034617,0.0552789499,0.0439417696,0.0261976892
"62033-21NOV2014",62033,-0.0626593601,-0.1121025693,-0.0982868462,-0.0807670762
"62033-25APR2012",62033,-0.0151554752,0.0767866829,0.0133455983,0.0258558312
"62092-01AUG2018",62092,-0.0026841237,0.0609551844,-0.0023241241,0.036539543
"62092-01FEB2016",62092,-0.016925211,-0.0542434522,-0.0572234347,-0.0749978566
"62092-01SEP2012",62092,-0.0043735643,0.0175187914,0.0206548455,0.0204839718
"62092-02APR2012",62092,-0.0010178647,-0.0100188935,-0.0069848127,-0.0155615778
"62092-07NOV2024",62092,-0.037602543,-0.1360914572,-0.0594030909,-0.051533188
"62092-13JUN2023",62092,-0.0140110272,-0.079538663184,-0.0048757676,-0.0160754175
"62092-20JUL2011",62092,0.0117810831,-0.0753129053,0.0051420571,-0.03100792
"62092-24JUN2014",62092,0.0004662052,-0.0505971948,-0.0250656756,-0.0384652673
"62092-27MAY2015",62092,-0.014156846,-0.0004355522,-0.0142534225,0.0061883497
"62498-02AUG2018",62498,0.0428621589,0.185406246,0.0563954972,0.1607007126
"63125-02DEC2011",63125,-0.0121966119,-0.2741605087,-0.0378751193,-0.0580988969
"63263-04SEP2014",63263,-0.0225645681,0.0501722075,-0.0037095923,0.000751450999999999
"64282-19AUG2022",64282,-0.0403396,0.1490822111,0.0179741003,0.0241073523
"64282-29JUL2020",64282,0.3014879372,0.4638193118,0.2620973938,0.326183078
"64961-16NOV2023",64961,NA,-0.0026338946,NA,0.0029161851
"64961-28AUG2019",64961,-0.0144664725,-0.0235180853,-0.0558192622,-0.0438805111
"66093-08SEP2020",66093,0.0135195382,0.0047975725,0.0466647898,0.0144649686
"66093-14SEP2015",66093,-0.007350881,-0.0070036794,-0.021834948,-0.0265181052
"66093-17DEC2024",66093,-0.066336005,-0.0586524931,-0.0596121321,-0.0520692852
"66093-25JUN2024",66093,0.0162779852,0.0202784098,0.0490635813,0.0502127491
"66181-02AUG2012",66181,-0.0067501022,0.0425692595,-0.0399960573,-0.0117675256
"66384-08MAR2019",66384,0.0386468098,0.1330703434,-0.0407482797,-0.0023643385
"66384-13OCT2015",66384,-0.0123448656,-0.0339337545,-0.0595284893,-0.0816577763
"66384-16OCT2012",66384,-0.028527201,-0.0270892767,-0.0462764823,-0.0718606781
"66384-27DEC2023",66384,-0.0069239619,-0.0686376033,0.0093194225,-0.0141528593
"67029-01MAR2012",67029,-0.0058927377,-0.00993164739999999,0.0072653586,-0.0673803349
"67467-01DEC2024",67467,NA,NA,NA,NA
"67467-31MAY2019",67467,0.0637333819,-0.10511815764,-0.0340300509,-0.1138671565
"67838-18DEC2015",67838,0.027217287,-0.0331349503,0.0132250784,0.0272819191
"68021-27FEB2014",68021,0.0066589665,0.015004083,0.0077116271,-0.0025682669
"68591-28MAY2014",68591,-0.0019270308,-0.0268104866,-0.0096062837,-0.0206086111
"68591-29SEP2012",68591,0.0070063734,0.054886362,0.0256131405,0.0236197811
"68591-31DEC2012",68591,-0.005795231,0.0465327301,0.0037234776,0.0057974752
"69199-05JAN2015",69199,-0.065436407,-0.0605522555,-0.1627526239,-0.1408029462
"70033-01APR2017",70033,0.0029041655,-0.0798048499,0.000109265699999999,0.0159281097
"70033-09MAR2015",70033,0.0181859405,-0.0275672975,-0.0328798928,-0.0642581119
"70578-10MAR2016",70578,0.0036536117,0.0209082045,-0.0241796634,0.0049993052
"71176-02FEB2024",71176,-0.018732826,-0.0450880171,-0.033220586,-0.0318284071
"71176-05MAR2023",71176,-0.0238093561,-0.0183925622,-0.0131601396,-0.0141049554
"71176-13OCT2023",71176,-0.0030820259,-0.0082173437,-0.0070546049,-0.0289067159
"71176-30JAN2024",71176,-0.0143469094,-0.0141604356,-0.0200326133,-0.0393060204
"73139-01NOV2011",73139,-0.0073394719,0.0165382185,0.0062443229,-0.000110922499999999
"73139-22JUN2012",73139,0.010613327,0.018158079,0.0069496274,0.0259002053
"75034-06JUN2018",75034,0.0525588682,-0.0696514196,-0.0328858248,-0.0403885487
"75034-15APR2020",75034,-0.065047879,0.189717991,-0.0197041184,0.0503444496
"75034-18MAY2023",75034,-0.0004965424,-0.0295199416,-0.000147043700000001,-0.0286264746
"75034-25JAN2018",75034,-0.0926509659,-0.1200831803,-0.07468781,-0.0854458458
"75113-01APR2015",75113,0.0020091929,0.0410907616,-0.011281996,0.022254978
"75113-03DEC2019",75113,-0.0118396738,-0.0619822169,-0.0182872165,-0.05659831
"75113-29NOV2018",75113,-0.033113407,-0.1087915073,-0.0123895321,-0.000672455100000002
"75182-13APR2020",75182,0.0014082001,0.0940800388,0.1557206511,0.0983219549
"75182-25APR2017",75182,0.0007342901,0.1242624868,0.0376697962,0.0609294812
"75224-07NOV2016",75224,0.006430139,0.296639509,0.0481926859,0.3192949308
"75233-27JAN2014",75233,0.0067871422,0.1090101038,0.0360478443,0.0971777246
"75341-16SEP2022",75341,-0.065541755,-0.1088648655,-0.121322623,-0.1091542676
"75416-30OCT2023",75416,0.0255759905,0.0199387046,0.0817647208,0.0647439201
"75489-19SEP2014",75489,-0.0044771033,0.0121183007,0.0134670378,0.043867875
"75591-22FEB2017",75591,-0.0041744948,-0.0182984922,0.0006989783,0.0089962711
"75591-22NOV2024",75591,0.0502929815,0.0322802237,0.0162457,0.0173700795
"75607-17NOV2016",75607,-0.027446332,-0.1586170969,-0.0300409847,-0.0517628109
"75607-20SEP2018",75607,0.0116290348,0.0683860736,0.0683734179,0.0723869936
"75607-30NOV2017",75607,-0.0051520306,-0.0008596909,-0.0551299262,-0.0443428325
"75652-01JAN2018",75652,0.0055762969,0.2360674395,0.0082002919,0.0652582272
"75652-01MAR2018",75652,0.0478677705,0.0743020904,0.0138577818,0.0033210186
"75652-01MAY2013",75652,-0.0242507,0.0252931153611,-0.0035683487,0.0070185014
"75652-06JUL2023",75652,0.0774741276,0.0913780075,0.0662500531,0.0362890736
"75652-08APR2013",75652,-0.01496117,-0.0463213782,-0.0058667277,-0.0101378034
"75652-19APR2011",75652,-0.0184015603,-0.0531168087,-0.0830929101,-0.0658356261
"75652-25JAN2018",75652,0.0228915029,0.291995762,0.0563873644,0.0848274449
"75654-03JAN2019",75654,-0.047463267,0.00701273759999999,0.0059449179,-0.0100781747
"75828-08MAY2017",75828,0.0115530103,0.1754007469,0.14998371,0.159234969
"75828-25SEP2017",75828,-0.0388822992,-0.1001972033,-0.0502531919,-0.0549967281
